EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS
episode_929,c_8,c_1,c_8,c_3,0.9786,0.06284644
episode_930,c_8,c_8,c_12,c_9,0.9813,0.061293494
episode_931,c_4,m_1,c_7,c_5,0.9675,0.11055043
episode_932,c_11,c_11,m_1,m_1,0.9726,0.08756582
episode_933,c_5,c_11,c_6,s,0.9789,0.06307855
episode_934,c_6,m_2,c_1,s,0.9706,0.096609406
episode_935,c_11,c_8,c_12,m_3,0.9789,0.06326187
episode_936,c_2,m_2,c_1,c_6,0.9685,0.112486824
episode_937,c_3,c_2,c_9,c_9,0.9785,0.06668016
episode_938,c_8,m_3,c_12,c_12,0.9697,0.10370052
episode_939,c_10,m_1,c_5,s,0.9663,0.11300588
episode_940,c_1,c_6,c_12,c_2,0.9794,0.059762985
episode_941,c_12,c_10,c_6,m_3,0.98,0.060431566
episode_942,c_6,c_2,c_6,c_5,0.9797,0.062021516
episode_943,c_9,m_1,c_6,c_11,0.9679,0.10344677
episode_944,c_1,m_3,c_8,c_4,0.9487,0.17042422
episode_945,c_3,c_11,c_4,m_3,0.9789,0.06515231
episode_946,c_5,c_3,m_1,c_4,0.9722,0.087475844
episode_947,c_4,c_12,m_3,c_5,0.9827,0.05931401
episode_948,c_4,c_7,c_10,c_3,0.9805,0.060050048
episode_949,c_11,c_9,c_10,c_6,0.9798,0.063040234
episode_950,c_11,c_2,c_7,m_3,0.9779,0.06365406
episode_951,c_10,c_12,s,-,0.9777,0.072886966
episode_951,c_10,c_12,s,-,0.9784,0.071574606
episode_951,c_10,c_12,s,-,0.9769,0.072449245
episode_952,c_5,c_11,m_3,c_1,0.9805,0.06446717
episode_953,c_5,c_7,s,-,0.9758,0.07535529
episode_953,c_5,c_7,s,-,0.9771,0.07350419
episode_954,c_11,c_3,c_6,c_5,0.9805,0.062571436
episode_955,c_5,c_4,c_2,c_7,0.9809,0.060670376
episode_956,c_3,c_4,s,-,0.9754,0.077086404
episode_956,c_3,c_4,s,-,0.9763,0.07313987
episode_957,c_5,c_10,c_3,c_9,0.9799,0.060616735
episode_958,c_9,m_3,s,-,0.9668,0.11862636
episode_958,c_9,m_3,s,-,0.965,0.12245402
episode_958,c_9,m_3,s,-,0.9654,0.12065855
episode_959,c_1,c_11,c_11,c_1,0.982,0.05781752
episode_960,c_2,m_3,c_3,c_5,0.9699,0.09820371
episode_961,c_6,m_1,c_5,m_2,0.9687,0.10535581
episode_962,c_8,c_5,c_10,m_2,0.98,0.05852382
episode_963,c_4,c_4,s,-,0.9775,0.07595925
episode_964,c_7,c_4,c_6,c_11,0.9823,0.058759652
episode_965,c_7,c_7,c_9,c_11,0.9815,0.05698677
episode_966,c_6,c_12,c_2,c_8,0.9798,0.06474265
episode_967,c_11,c_9,c_9,c_5,0.9783,0.06375986
episode_968,c_2,c_2,c_2,s,0.9814,0.059809852
episode_969,c_10,c_4,c_3,m_3,0.9808,0.059407447
episode_970,c_7,c_9,c_11,c_6,0.9805,0.061267484
episode_971,c_4,m_1,c_2,c_4,0.9678,0.10992761
episode_972,c_8,c_6,c_3,c_5,0.9795,0.06309882
episode_973,c_6,c_8,c_12,c_8,0.9811,0.06382395
episode_974,c_5,c_6,c_5,c_10,0.9795,0.06328936
episode_975,c_11,c_2,c_8,m_3,0.979,0.06407128
episode_976,c_7,c_2,c_10,c_12,0.9805,0.060677506
episode_977,c_12,c_4,c_6,c_11,0.9808,0.06506982
episode_978,c_8,m_3,c_5,c_4,0.9698,0.10102647
episode_979,c_11,c_1,c_11,c_5,0.98,0.060737755
episode_980,c_3,c_4,c_6,s,0.9811,0.063139424
episode_981,c_2,m_1,c_5,s,0.9673,0.10956623
episode_982,c_6,c_9,c_1,m_2,0.9777,0.06622721
episode_983,c_2,c_8,c_6,c_9,0.9808,0.06172377
episode_984,c_2,c_3,c_10,c_8,0.9788,0.062579155
episode_985,m_3,c_2,c_3,c_6,0.8705,0.3969118
episode_986,c_8,c_5,c_8,c_9,0.9805,0.05912255
episode_987,c_11,c_1,c_5,c_12,0.9804,0.058833327
episode_988,c_6,s,-,-,0.9632,0.12855202
episode_988,c_6,s,-,-,0.9631,0.12906559
episode_988,c_6,s,-,-,0.9626,0.1315919
episode_989,c_2,m_1,s,-,0.9492,0.176647
episode_990,c_10,c_12,c_2,c_7,0.9802,0.06040761
episode_991,c_4,c_2,c_5,c_10,0.9806,0.06314698
episode_992,c_3,c_6,c_1,m_2,0.9795,0.06489656
episode_993,c_1,c_8,c_7,m_3,0.9799,0.062495902
episode_994,c_5,c_10,c_10,c_5,0.9809,0.05869898
episode_995,c_12,c_7,c_5,c_8,0.9808,0.0620334
episode_996,c_7,c_3,c_5,c_12,0.981,0.05901248
episode_997,c_5,m_2,c_8,c_3,0.9696,0.1037102
episode_998,c_5,c_9,s,-,0.9775,0.07472326
episode_998,c_5,c_9,s,-,0.9769,0.07257775
episode_999,c_1,c_12,m_1,c_1,0.9749,0.084472984
episode_1000,c_12,c_5,c_9,s,0.9782,0.067002796
episode_1001,c_9,c_11,c_1,c_8,0.9799,0.06279997
episode_1002,c_3,c_3,c_6,m_1,0.9788,0.06443244
episode_1003,c_9,m_2,c_12,c_8,0.9728,0.09108411
episode_1004,c_4,c_5,m_3,c_2,0.9798,0.0665314
episode_1005,c_3,c_11,c_10,c_3,0.9795,0.062031884
episode_1006,c_2,c_12,c_5,c_6,0.9803,0.060695358
episode_1007,c_5,c_3,m_1,c_4,0.9722,0.087475844
episode_1008,c_1,c_6,c_8,m_1,0.9798,0.06154702
episode_1009,c_2,m_3,c_11,c_12,0.9688,0.09805016
episode_1010,c_11,c_11,c_9,c_10,0.9814,0.058252532
episode_1011,c_11,c_6,c_12,c_2,0.9813,0.05710853
episode_1012,c_4,c_4,s,-,0.9775,0.07595925
episode_1013,c_4,c_2,c_4,c_5,0.9801,0.061482407
episode_1014,c_6,m_2,c_7,c_12,0.9683,0.10396056
episode_1015,c_8,c_3,m_1,c_2,0.9731,0.08648642
episode_1016,c_8,m_2,c_5,c_12,0.9656,0.110699445
episode_1017,c_10,c_2,c_11,s,0.9811,0.061697647
episode_1018,c_5,c_2,c_8,s,0.98,0.061623175
episode_1019,c_3,m_1,c_7,c_9,0.9686,0.105837494
episode_1020,c_10,m_2,c_4,s,0.9627,0.12089192
episode_1021,c_12,c_3,m_3,c_12,0.9802,0.061961338
episode_1022,c_3,c_8,c_3,m_1,0.9808,0.06129452
episode_1023,m_3,m_3,c_6,m_1,0.1135,2.301058
episode_1024,c_4,m_3,m_1,c_7,0.935,0.26642612
episode_1025,c_10,c_4,c_3,m_3,0.9808,0.059407447
episode_1026,c_6,c_4,c_1,c_8,0.9807,0.059876386
episode_1027,c_10,c_12,c_9,c_4,0.9808,0.060541026
episode_1028,c_3,c_10,c_3,m_3,0.9798,0.062236667
episode_1029,c_6,m_1,c_10,m_3,0.9678,0.10644325
episode_1030,c_3,c_1,c_11,m_2,0.9802,0.059613522
episode_1031,c_11,c_3,m_1,s,0.9772,0.07398213
episode_1032,c_5,m_1,m_2,c_9,0.9567,0.15708715
episode_1033,c_1,m_3,c_6,c_3,0.9575,0.14048027
episode_1034,c_4,m_1,m_1,c_5,0.9225,0.26592812
episode_1035,c_3,c_10,c_9,c_12,0.9804,0.059277378
episode_1036,c_3,c_6,m_1,c_2,0.9727,0.087499484
episode_1037,c_11,m_2,c_1,c_10,0.9652,0.11427533
episode_1038,c_11,m_2,c_7,c_9,0.965,0.11192546
episode_1039,c_8,c_10,c_2,c_11,0.9808,0.059860814
episode_1040,c_3,c_7,c_10,c_2,0.98,0.061466478
episode_1041,c_7,c_2,c_7,m_1,0.9823,0.057476208
episode_1042,c_7,m_3,c_1,c_2,0.9551,0.1554628
episode_1043,c_10,c_12,c_1,c_7,0.9801,0.062038723
episode_1044,c_5,c_6,c_9,c_3,0.9795,0.0644484
episode_1045,c_9,c_4,c_9,c_12,0.9806,0.05963483
episode_1046,c_9,c_12,c_9,c_6,0.9811,0.061202373
episode_1047,c_6,c_12,c_2,c_9,0.9789,0.06327285
episode_1048,c_7,c_9,c_4,c_7,0.9802,0.062106833
episode_1049,c_11,c_10,s,-,0.9768,0.07346976
episode_1050,c_11,c_4,m_1,c_10,0.9722,0.09327568
episode_1051,c_2,c_2,c_10,c_8,0.9806,0.060171526
episode_1052,c_3,c_2,m_2,c_5,0.9742,0.08445784
episode_1053,c_2,c_6,m_3,c_6,0.9823,0.058337446
episode_1054,c_1,m_3,c_2,m_3,0.9626,0.1316044
episode_1055,c_3,c_4,c_4,c_3,0.9798,0.06309718
episode_1056,c_9,c_5,m_3,c_3,0.9805,0.06623508
episode_1057,c_12,c_3,c_2,c_2,0.979,0.06435563
episode_1058,c_4,c_11,s,-,0.9772,0.07201788
episode_1059,c_8,c_6,c_3,c_5,0.9795,0.06309882
episode_1060,c_11,m_1,c_10,m_2,0.9669,0.109249346
episode_1060,c_11,m_1,c_10,m_2,0.9675,0.106541656
episode_1061,c_6,m_2,m_2,c_9,0.9674,0.11858539
episode_1062,c_7,m_1,c_12,c_12,0.9678,0.10853486
episode_1063,c_12,c_2,c_9,c_12,0.9796,0.06467728
episode_1064,c_11,c_2,s,-,0.9771,0.07348767
episode_1065,c_5,c_3,c_11,c_3,0.9794,0.062192272
episode_1066,c_5,c_3,c_11,c_3,0.9794,0.062192272
episode_1067,c_8,c_2,c_7,c_3,0.9803,0.059192095
episode_1068,c_1,c_4,c_9,c_7,0.9812,0.057858128
episode_1069,c_2,c_5,m_2,c_11,0.9753,0.08019983
episode_1070,c_3,c_7,c_8,c_4,0.9806,0.06087501
episode_1071,c_7,c_1,m_1,c_12,0.9718,0.095433794
episode_1072,c_4,c_8,c_11,c_9,0.9808,0.059599098
episode_1073,c_2,c_9,c_6,m_3,0.9794,0.06478834
episode_1074,c_4,c_4,c_5,c_2,0.9825,0.057508975
episode_1075,c_12,c_7,c_5,m_2,0.979,0.06500361
episode_1076,c_10,c_6,s,-,0.9763,0.07573091
episode_1076,c_10,c_6,s,-,0.9771,0.0738695
episode_1077,c_1,c_1,m_2,c_6,0.9689,0.09906411
episode_1078,c_10,m_1,s,-,0.9451,0.18713032
episode_1079,c_5,c_7,c_5,m_1,0.9802,0.059136324
episode_1080,c_10,m_3,c_9,m_3,0.9571,0.14532997
episode_1081,c_1,c_6,m_2,c_2,0.9782,0.07053371
episode_1082,m_2,c_1,c_11,c_12,0.9517,0.15461893
episode_1083,m_1,c_6,c_10,s,0.9539,0.15807575
episode_1084,c_5,m_2,s,-,0.9542,0.16090432
episode_1085,c_6,c_12,c_9,c_1,0.9798,0.06302775
episode_1086,c_2,c_7,c_7,m_2,0.9803,0.061561108
episode_1087,c_3,c_1,m_1,s,0.9713,0.094499215
episode_1088,c_1,c_10,c_5,c_7,0.9804,0.061587255
episode_1089,c_4,m_2,c_8,s,0.964,0.11813779
episode_1090,c_11,c_4,c_11,m_1,0.9812,0.060428064
episode_1091,c_6,c_8,c_1,c_7,0.9806,0.06349257
episode_1092,c_8,c_11,c_7,m_3,0.9791,0.062475126
episode_1093,c_4,c_9,c_1,c_5,0.9802,0.06023695
episode_1094,c_12,c_1,c_5,c_5,0.9803,0.061781045
episode_1095,c_10,m_2,m_2,m_1,0.945,0.20907086
episode_1096,c_8,c_7,c_1,c_8,0.981,0.05965324
episode_1097,c_1,c_11,c_8,c_7,0.9806,0.0596798
episode_1098,c_12,c_6,c_6,m_2,0.9766,0.07053097
episode_1099,c_5,m_1,c_2,c_10,0.9687,0.10541355
episode_1100,c_1,c_2,m_1,c_1,0.9728,0.088583834
episode_1101,c_11,m_1,c_10,m_2,0.9669,0.109249346
episode_1101,c_11,m_1,c_10,m_2,0.9675,0.106541656
episode_1102,c_8,c_4,s,-,0.9756,0.07430906
episode_1102,c_8,c_4,s,-,0.9761,0.07588264
episode_1103,c_9,c_9,m_1,c_1,0.9735,0.08549303
episode_1104,c_9,m_3,c_4,c_9,0.972,0.09583482
episode_1105,c_10,c_6,m_1,c_9,0.974,0.087817065
episode_1106,c_7,m_1,c_2,m_1,0.9662,0.11197111
episode_1107,c_7,c_3,c_6,c_11,0.9813,0.0597193
episode_1108,c_2,m_2,c_10,c_6,0.9661,0.10719956
episode_1109,c_11,c_10,c_4,m_1,0.981,0.061398398
episode_1110,c_10,c_7,m_2,c_8,0.9709,0.095290676
episode_1111,c_1,c_9,m_2,m_3,0.9794,0.068368495
episode_1112,c_1,c_4,c_9,c_3,0.98,0.060571544
episode_1113,c_3,c_9,m_2,m_3,0.9779,0.06940713
episode_1114,c_4,c_9,c_7,c_8,0.9798,0.060555227
episode_1115,c_1,c_1,c_4,c_1,0.9805,0.059753835
episode_1116,c_10,c_10,c_9,c_1,0.9795,0.06181271
episode_1117,c_11,c_2,s,-,0.9771,0.07348767
episode_1118,c_7,c_7,c_6,c_12,0.9812,0.059778556
episode_1119,c_2,c_1,c_6,c_1,0.9802,0.060126975
episode_1120,c_3,c_1,c_5,m_2,0.9811,0.05768415
episode_1121,c_2,m_2,c_4,s,0.9659,0.11154263
episode_1122,c_1,c_1,c_7,m_2,0.9815,0.06004393
episode_1123,c_12,c_12,c_2,m_3,0.9795,0.06245256
episode_1124,c_5,c_6,s,-,0.9779,0.07086312
episode_1125,c_12,m_1,s,-,0.9535,0.16790813
episode_1125,c_12,m_1,s,-,0.9501,0.17252468
episode_1126,c_1,c_8,c_12,c_12,0.9812,0.057874203
episode_1127,c_12,c_6,c_3,s,0.9802,0.06314292
episode_1128,c_7,c_6,c_11,m_3,0.981,0.05883294
episode_1129,c_2,c_9,c_5,c_9,0.9792,0.061832912
episode_1130,c_5,c_1,c_12,c_5,0.9787,0.063307524
episode_1131,c_11,c_6,c_4,c_3,0.9797,0.06114056
episode_1132,c_3,c_2,c_4,m_3,0.9768,0.070272446
episode_1133,c_12,m_1,c_9,c_4,0.9685,0.10539734
episode_1134,m_2,c_7,c_9,c_7,0.9526,0.15663362
episode_1135,c_8,m_3,c_10,c_5,0.9672,0.10918498
episode_1136,c_7,c_2,c_10,c_6,0.981,0.05741451
episode_1137,c_1,c_5,m_3,c_1,0.9803,0.069882095
episode_1138,c_1,c_12,c_10,m_3,0.9799,0.061662287
episode_1139,c_10,c_1,m_2,s,0.972,0.09680907
episode_1140,c_3,c_9,s,-,0.9752,0.07465463
episode_1141,c_12,m_3,c_4,c_9,0.9747,0.08828791
episode_1142,c_6,c_6,c_8,c_8,0.9782,0.06473206
episode_1143,c_3,c_10,c_9,c_12,0.9804,0.059277378
episode_1144,c_1,c_11,c_6,c_8,0.9808,0.059664678
episode_1145,c_10,c_2,m_1,c_2,0.9716,0.09144215
episode_1146,c_3,c_6,c_1,m_2,0.9795,0.06489656
episode_1147,c_12,c_1,c_3,c_10,0.98,0.06208241
episode_1148,c_6,m_1,c_10,m_3,0.9678,0.10644325
episode_1149,c_3,m_3,c_8,s,0.974,0.08378981
episode_1150,c_10,c_3,s,-,0.9778,0.07080029
episode_1151,c_3,c_6,c_7,s,0.98,0.06399879
episode_1152,c_1,c_5,c_6,c_12,0.9808,0.058073062
episode_1153,c_5,c_4,m_3,c_11,0.975,0.08211986
episode_1154,c_2,c_6,c_1,s,0.9807,0.062083606
episode_1155,c_1,c_1,c_12,c_11,0.9805,0.059065048
episode_1156,c_9,m_3,c_5,c_2,0.9728,0.08645671
episode_1156,c_9,m_3,c_5,c_2,0.9742,0.086971045
episode_1157,c_11,c_10,m_3,c_10,0.9748,0.08715495
episode_1158,m_3,c_3,s,-,0.8416,0.50169194
episode_1159,c_12,c_6,c_5,s,0.9803,0.062372442
episode_1160,m_3,s,-,-,0.7908,0.7308557
episode_1160,m_3,s,-,-,0.7882,0.7370571
episode_1161,m_3,c_12,c_3,c_4,0.8697,0.40194154
episode_1162,c_1,c_11,c_1,m_2,0.9803,0.060886238
episode_1163,c_9,c_11,c_2,c_7,0.9795,0.063412964
episode_1164,c_4,s,-,-,0.9588,0.14197478
episode_1164,c_4,s,-,-,0.9584,0.14299645
episode_1164,c_4,s,-,-,0.9587,0.13953258
episode_1165,c_11,c_9,c_2,c_6,0.9812,0.06146242
episode_1166,c_7,c_5,c_12,c_8,0.9791,0.05942589
episode_1167,c_11,m_2,m_1,c_1,0.9509,0.18035255
episode_1168,c_3,m_3,m_3,c_2,0.8396,0.6496077
episode_1169,c_1,m_1,c_8,c_12,0.9666,0.1105884
episode_1170,m_1,c_7,c_11,c_9,0.9591,0.14379372
episode_1171,c_2,c_6,m_3,c_1,0.9817,0.061493512
episode_1172,c_1,c_12,m_1,c_1,0.9749,0.084472984
episode_1173,c_12,c_1,c_12,c_9,0.9786,0.063328125
episode_1174,c_1,c_2,c_12,c_12,0.9808,0.057720974
episode_1175,c_5,c_2,m_1,c_11,0.9717,0.08855948
episode_1176,c_6,c_2,c_6,c_5,0.9797,0.062021516
episode_1177,c_1,c_9,c_8,c_3,0.9806,0.05785024
episode_1178,c_2,m_3,c_9,c_1,0.9722,0.09393084
episode_1179,c_2,s,-,-,0.962,0.13089815
episode_1179,c_2,s,-,-,0.9618,0.1329981
episode_1180,c_8,c_9,c_4,c_9,0.9802,0.05900459
episode_1181,c_7,m_2,m_1,s,0.9279,0.26352653
episode_1182,c_11,m_3,m_2,c_4,0.9346,0.26349163
episode_1183,c_2,c_1,c_3,m_2,0.9804,0.061595798
episode_1184,c_4,c_7,c_1,c_11,0.9798,0.061901104
episode_1185,c_3,c_8,c_5,s,0.9761,0.072255306
episode_1186,c_4,c_1,c_1,s,0.9781,0.07477353
episode_1187,c_3,c_2,c_9,c_1,0.9792,0.060764838
episode_1188,c_9,c_3,c_10,m_2,0.9794,0.064241014
episode_1189,c_3,c_4,c_3,c_4,0.9805,0.06190323
episode_1190,c_1,c_7,c_9,c_9,0.981,0.05916564
episode_1191,c_7,c_1,s,-,0.9764,0.074166715
episode_1192,c_6,c_5,m_1,c_5,0.9724,0.088333905
episode_1193,c_8,c_2,c_9,c_5,0.9801,0.06098244
episode_1194,c_8,c_2,c_6,c_6,0.9805,0.06037348
episode_1195,c_2,c_7,c_1,c_3,0.9803,0.060055967
episode_1196,c_10,c_8,c_5,m_2,0.9799,0.06152006
episode_1197,c_8,c_6,m_2,c_4,0.9783,0.07183302
episode_1198,c_9,c_9,c_3,c_11,0.9797,0.061802506
episode_1199,c_5,c_7,c_11,c_5,0.9805,0.05910269
episode_1200,c_3,c_7,c_7,c_4,0.9805,0.06426619
episode_1201,c_7,c_3,c_6,c_1,0.9817,0.05931534
episode_1202,c_12,s,-,-,0.9625,0.13331962
episode_1203,c_2,c_8,c_8,s,0.9783,0.06615702
episode_1204,c_7,c_8,c_11,c_2,0.9794,0.064942494
episode_1204,c_7,c_8,c_11,c_2,0.9802,0.060548585
episode_1205,c_4,c_2,c_4,c_5,0.9801,0.061482407
episode_1206,c_10,m_3,c_11,s,0.9573,0.145625
episode_1207,m_3,c_9,m_2,c_7,0.815,0.62066036
episode_1208,c_1,c_1,c_10,c_9,0.9811,0.060297895
episode_1209,m_3,c_11,c_5,c_5,0.8703,0.39369377
episode_1210,c_7,c_8,m_1,c_10,0.9731,0.08878468
episode_1211,c_6,c_4,c_12,c_11,0.9787,0.062804654
episode_1212,c_4,c_6,m_2,c_10,0.979,0.070070796
episode_1213,c_1,c_10,c_10,c_1,0.9801,0.059456516
episode_1214,c_10,c_8,m_2,c_4,0.9729,0.08737738
episode_1215,c_11,c_10,s,-,0.9768,0.07346976
episode_1216,c_3,c_2,c_9,c_1,0.9792,0.060764838
episode_1217,c_7,c_9,c_5,c_12,0.9808,0.059703916
episode_1218,c_6,c_6,c_4,m_3,0.9796,0.063459516
episode_1219,c_3,c_9,m_1,c_3,0.973,0.08686389
episode_1220,c_4,c_5,c_7,c_7,0.9824,0.055685498
episode_1221,c_2,c_9,c_5,m_2,0.9791,0.063950315
episode_1222,c_7,c_2,c_2,c_3,0.9813,0.059383545
episode_1223,c_2,c_11,s,-,0.9766,0.075264
episode_1223,c_2,c_11,s,-,0.9767,0.071981534
episode_1224,c_2,m_2,c_6,c_11,0.9683,0.10636618
episode_1225,c_11,m_2,c_1,c_7,0.9654,0.11492829
episode_1226,c_4,c_4,c_4,c_2,0.9811,0.058938075
episode_1227,c_8,c_3,c_3,c_2,0.9809,0.060790285
episode_1228,c_3,c_3,c_9,c_9,0.9792,0.06345027
episode_1229,c_6,s,-,-,0.9632,0.12855202
episode_1229,c_6,s,-,-,0.9631,0.12906559
episode_1229,c_6,s,-,-,0.9626,0.1315919
episode_1230,c_1,c_5,c_10,c_9,0.9801,0.060563233
episode_1231,c_3,s,-,-,0.9638,0.12899147
episode_1231,c_3,s,-,-,0.9637,0.12989098
episode_1232,c_2,c_1,c_6,c_3,0.9806,0.06052495
episode_1233,c_3,c_2,c_4,m_3,0.9768,0.070272446
episode_1234,c_11,c_2,c_4,c_3,0.9799,0.06382138
episode_1235,c_12,c_6,c_11,c_5,0.9806,0.05775613
episode_1236,c_12,m_3,c_1,c_8,0.9738,0.09117553
episode_1237,c_7,c_8,m_1,c_10,0.9731,0.08878468
episode_1238,c_7,c_2,c_11,c_1,0.982,0.059272125
episode_1239,c_9,c_2,c_6,m_3,0.9796,0.06415089
episode_1240,c_1,m_2,c_6,m_3,0.9643,0.11694045
episode_1241,c_5,m_2,c_5,m_3,0.9671,0.11289768
episode_1242,c_12,c_12,s,-,0.9758,0.07746666
episode_1243,c_4,c_5,c_10,c_11,0.9799,0.06132451
episode_1244,c_5,c_7,c_12,m_2,0.9802,0.06183349
episode_1245,m_3,c_7,c_9,c_11,0.8729,0.38218647
episode_1246,c_9,c_2,c_5,c_1,0.9796,0.061748702
episode_1247,c_6,s,-,-,0.9632,0.12855202
episode_1247,c_6,s,-,-,0.9631,0.12906559
episode_1247,c_6,s,-,-,0.9626,0.1315919
episode_1248,c_3,c_10,s,-,0.976,0.07532536
episode_1248,c_3,c_10,s,-,0.9757,0.079076394
episode_1248,c_3,c_10,s,-,0.9757,0.07617077
episode_1249,c_5,m_2,c_8,c_3,0.9696,0.1037102
episode_1250,c_9,c_9,c_12,c_7,0.9811,0.06026005
episode_1251,c_5,c_6,c_5,c_10,0.9795,0.06328936
episode_1252,c_7,c_4,c_8,m_2,0.9812,0.058605887
episode_1253,c_7,c_8,c_11,c_2,0.9794,0.064942494
episode_1253,c_7,c_8,c_11,c_2,0.9802,0.060548585
episode_1254,c_2,c_1,c_12,c_8,0.9796,0.05998253
episode_1255,c_11,c_1,c_11,c_5,0.98,0.060737755
episode_1256,c_3,m_1,c_5,c_6,0.9684,0.10486996
episode_1257,c_10,s,-,-,0.9577,0.14597565
episode_1257,c_10,s,-,-,0.9569,0.14598967
episode_1258,c_3,c_8,c_5,s,0.9761,0.072255306
episode_1259,c_8,c_6,m_2,c_7,0.9795,0.07055372
episode_1260,c_6,c_7,c_9,c_8,0.9794,0.06207581
episode_1261,c_4,c_2,c_4,c_5,0.9801,0.061482407
episode_1262,c_7,c_9,c_2,c_7,0.9802,0.06534499
episode_1263,c_11,m_1,c_10,m_2,0.9669,0.109249346
episode_1263,c_11,m_1,c_10,m_2,0.9675,0.106541656
episode_1264,c_5,m_3,c_1,c_9,0.9683,0.106803484
episode_1265,c_7,m_1,m_1,c_6,0.924,0.26471767
episode_1266,c_8,m_2,c_5,c_12,0.9656,0.110699445
episode_1267,c_9,c_3,m_2,c_2,0.9758,0.0752277
episode_1268,c_12,c_12,c_3,c_5,0.9805,0.059883557
episode_1269,c_10,c_5,c_7,m_3,0.9806,0.05937302
episode_1270,c_11,c_5,m_3,c_11,0.9788,0.06910047
episode_1271,m_1,c_6,c_8,c_10,0.9579,0.14375664
episode_1272,c_6,m_2,c_7,c_12,0.9683,0.10396056
episode_1273,c_1,c_10,s,-,0.9774,0.07518652
episode_1274,m_3,c_2,c_8,m_2,0.8708,0.3929348
episode_1275,c_1,c_8,c_12,c_2,0.9817,0.05828252
episode_1276,c_3,m_3,c_2,m_2,0.9745,0.08332753
episode_1277,c_11,m_1,c_6,m_2,0.9689,0.10481856
episode_1278,m_3,c_12,c_11,c_2,0.8686,0.39204627
episode_1279,m_3,m_2,c_8,c_8,0.2822,1.9728407
episode_1280,c_2,m_1,c_12,c_3,0.9683,0.10612728
episode_1281,c_10,s,-,-,0.9577,0.14597565
episode_1281,c_10,s,-,-,0.9569,0.14598967
episode_1282,c_5,c_11,c_7,c_6,0.9811,0.05897875
episode_1283,c_12,c_8,s,-,0.9768,0.074732706
episode_1284,c_2,c_9,m_1,c_11,0.9742,0.083324656
episode_1285,c_1,c_2,m_1,c_1,0.9728,0.088583834
episode_1286,c_1,c_4,m_1,c_3,0.9723,0.09428562
episode_1287,c_4,c_7,c_3,c_6,0.9809,0.060591064
episode_1287,c_4,c_7,c_3,c_6,0.9811,0.058310676
episode_1288,c_9,c_10,c_9,m_3,0.9794,0.06486766
episode_1289,c_11,c_10,m_3,s,0.9764,0.081299715
episode_1290,c_6,c_3,c_1,c_4,0.9799,0.0632715
episode_1291,m_1,c_7,c_12,c_8,0.9578,0.13867632
episode_1292,c_7,c_1,c_3,c_1,0.9813,0.058440704
episode_1293,c_6,c_12,c_9,c_1,0.9798,0.06302775
episode_1294,c_10,c_1,m_2,c_2,0.9704,0.09924541
episode_1295,c_10,m_1,c_2,c_7,0.9649,0.1134663
episode_1296,c_9,c_9,c_12,c_7,0.9811,0.06026005
episode_1297,c_8,c_7,c_9,c_1,0.9803,0.060863428
episode_1298,c_10,c_6,c_9,c_10,0.9795,0.06113689
episode_1299,c_1,s,-,-,0.9595,0.14239001
episode_1299,c_1,s,-,-,0.9589,0.14358625
episode_1299,c_1,s,-,-,0.9575,0.14356542
episode_1300,c_6,c_8,c_2,c_9,0.98,0.06231407
episode_1301,c_8,c_7,c_5,c_12,0.9798,0.062045038
episode_1302,c_11,c_12,c_5,m_3,0.9796,0.06252173
episode_1303,c_8,c_6,c_6,c_5,0.9798,0.061597697
episode_1304,c_8,m_3,c_12,c_12,0.9697,0.10370052
episode_1305,c_9,m_1,c_3,s,0.9688,0.1059669
episode_1306,m_3,s,-,-,0.7908,0.7308557
episode_1306,m_3,s,-,-,0.7882,0.7370571
episode_1307,c_1,c_1,m_2,c_6,0.9689,0.09906411
episode_1308,c_2,c_8,c_11,m_2,0.9813,0.059513547
episode_1309,c_7,c_1,c_6,c_12,0.9799,0.06102193
episode_1310,m_2,c_5,c_1,c_2,0.9529,0.1598146
episode_1311,m_3,c_10,c_11,c_11,0.8738,0.3811411
episode_1312,c_9,c_8,m_2,m_1,0.976,0.077522
episode_1313,c_1,m_1,c_8,m_3,0.9683,0.10915587
episode_1314,c_9,c_12,c_8,c_2,0.9807,0.059788305
episode_1315,c_10,m_3,c_11,s,0.9573,0.145625
episode_1316,c_7,c_2,c_5,m_1,0.9807,0.061709102
episode_1317,c_2,c_7,m_1,c_5,0.9725,0.0884506
episode_1318,c_3,c_4,c_3,c_4,0.9805,0.06190323
episode_1319,c_9,c_8,c_11,c_12,0.9795,0.062697105
episode_1320,c_4,c_5,c_9,s,0.9792,0.06496999
episode_1321,c_7,c_11,c_8,c_4,0.9802,0.060891315
episode_1322,c_3,c_5,c_7,m_3,0.9782,0.065281615
episode_1322,c_3,c_5,c_7,m_3,0.9803,0.05910885
episode_1323,c_7,c_3,c_4,c_10,0.9805,0.06075825
episode_1324,c_7,c_1,c_7,c_4,0.9804,0.059849788
episode_1325,c_12,c_7,c_10,m_3,0.9805,0.061018445
episode_1326,c_1,m_3,s,-,0.9409,0.21255435
episode_1326,c_1,m_3,s,-,0.9436,0.20352252
episode_1327,c_2,c_12,c_1,m_2,0.9798,0.062227063
episode_1328,c_7,m_3,c_5,c_3,0.955,0.15732838
