EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS,MODEL_MATCHED
episode_230,c_12,c_8,m_1,m_3,0.9721,0.09075223,model_1850
episode_231,c_2,c_1,c_12,c_8,0.9796,0.05998253,model_1018
episode_232,c_3,c_3,c_3,m_1,0.9784,0.06483513,model_1488
episode_233,c_7,c_5,m_3,c_7,0.9802,0.07071722,model_1884
episode_234,c_5,c_11,c_9,c_7,0.98,0.06258866,model_2015
episode_235,c_9,c_1,s,-,0.9756,0.074224904,model_160
episode_236,c_12,c_10,m_2,m_3,0.974,0.08443527,model_870
episode_237,c_7,c_10,c_11,c_10,0.9808,0.0621201,model_1894
episode_238,c_8,m_3,c_10,c_5,0.9672,0.10918498,model_1608
episode_239,c_9,m_3,c_10,c_10,0.9749,0.0872123,model_504
episode_240,c_2,c_6,c_5,s,0.9795,0.061970547,model_352
episode_241,c_10,c_11,c_3,c_11,0.9788,0.06450893,model_936
episode_242,c_6,c_9,c_2,c_8,0.9792,0.06402405,model_1535
episode_243,c_8,c_11,c_10,c_2,0.9801,0.062293444,model_152
episode_244,c_2,m_2,c_1,c_6,0.9685,0.112486824,model_1859
episode_245,c_4,m_1,c_10,c_2,0.9674,0.11084886,model_1740
episode_246,s,-,-,-,0.9111,0.328965,model_431
episode_247,c_3,c_6,c_1,m_2,0.9795,0.06489656,model_334
episode_248,m_1,m_1,c_2,c_1,0.8316,0.5309403,model_940
episode_249,c_2,c_4,c_5,c_11,0.9803,0.06304216,model_861
episode_250,c_8,c_2,m_3,c_12,0.9788,0.0704436,model_700
episode_251,c_4,c_1,c_9,c_8,0.9822,0.057350915,model_684
episode_252,c_5,c_5,s,-,0.9775,0.07424695,model_1193
episode_253,c_1,c_1,c_10,c_9,0.9811,0.060297895,model_494
episode_254,c_10,c_12,c_2,c_9,0.9795,0.061871637,model_407
episode_255,c_9,c_11,c_5,c_11,0.9807,0.06252876,model_1125
episode_256,c_11,m_3,c_3,c_9,0.969,0.10227173,model_1442
episode_257,c_6,c_4,c_4,m_3,0.9819,0.05972032,model_532
episode_258,c_1,c_2,c_9,c_1,0.98,0.062909804,model_1179
episode_259,c_4,s,-,-,0.9588,0.14197478,model_377
episode_259,c_4,s,-,-,0.9584,0.14299645,model_1288
episode_259,c_4,s,-,-,0.9587,0.13953258,model_1641
episode_260,c_9,c_4,c_9,c_12,0.9806,0.05963483,model_613
episode_261,c_5,c_12,s,-,0.9772,0.07202849,model_1616
episode_262,c_4,m_2,c_2,c_2,0.9639,0.12037715,model_1851
episode_263,c_4,c_7,c_7,c_1,0.9807,0.060014255,model_129
episode_264,c_4,c_6,c_10,c_8,0.9817,0.059085593,model_555
episode_265,c_4,c_9,m_1,m_2,0.9734,0.08712357,model_632
episode_266,m_3,c_9,c_2,c_1,0.8718,0.39400837,model_835
episode_266,m_3,c_9,c_2,c_1,0.8667,0.40302026,model_1124
episode_267,c_2,c_2,c_1,c_8,0.9791,0.06254026,model_1352
episode_268,c_7,c_2,m_2,c_1,0.9732,0.08803502,model_1510
episode_269,c_11,m_3,c_3,c_9,0.969,0.10227173,model_1442
episode_270,c_5,m_1,m_2,s,0.955,0.16649117,model_852
episode_271,c_1,c_10,c_5,c_7,0.9804,0.061587255,model_749
episode_272,c_4,c_4,c_10,c_2,0.981,0.059797462,model_1978
episode_273,c_12,c_7,c_6,c_10,0.9795,0.061615583,model_1403
episode_274,c_1,c_6,c_11,c_9,0.9808,0.061816256,model_190
episode_275,c_7,c_1,c_7,c_1,0.982,0.057078283,model_1119
episode_276,c_6,c_11,c_9,c_2,0.981,0.05903276,model_902
episode_277,c_1,c_12,s,-,0.9765,0.07140053,model_1266
episode_278,c_6,m_3,s,-,0.9668,0.118063696,model_8
episode_279,c_6,m_1,c_11,c_6,0.9685,0.10694797,model_664
episode_280,c_1,c_11,c_11,c_4,0.9812,0.05713458,model_1068
episode_281,c_5,m_1,m_2,s,0.955,0.16649117,model_852
episode_282,c_7,c_7,c_12,c_7,0.982,0.05703213,model_408
episode_283,m_3,c_10,c_7,c_7,0.871,0.39012048,model_614
episode_284,c_2,m_1,c_1,c_11,0.9677,0.11135716,model_1342
episode_284,c_2,m_1,c_1,c_11,0.9683,0.10752766,model_1837
episode_285,m_3,c_9,c_11,s,0.8721,0.39366898,model_1492
episode_286,c_12,m_1,m_1,c_11,0.9517,0.17244077,model_759
episode_286,c_12,m_1,m_1,c_11,0.9502,0.17835413,model_1467
episode_287,c_6,c_10,c_12,c_2,0.9802,0.060668826,model_1421
episode_288,c_2,c_6,c_5,c_3,0.9801,0.06242996,model_166
episode_289,c_7,c_9,c_7,c_8,0.9796,0.059836175,model_1424
episode_290,c_1,c_1,c_4,s,0.9808,0.057642307,model_114
episode_291,c_1,c_7,c_3,c_12,0.9808,0.058935825,model_1679
episode_292,c_12,m_1,s,-,0.9535,0.16790813,model_1235
episode_292,c_12,m_1,s,-,0.9501,0.17252468,model_1905
episode_293,c_5,m_3,c_4,c_5,0.9614,0.13213404,model_1526
episode_294,c_5,c_2,c_6,c_7,0.98,0.061386302,model_1054
episode_295,c_6,c_2,c_9,c_10,0.9783,0.06256673,model_1846
episode_296,c_11,m_2,m_2,c_10,0.963,0.13926013,model_1471
episode_297,c_3,c_1,c_8,m_2,0.9785,0.06606656,model_1722
episode_298,c_1,c_5,c_6,c_6,0.9766,0.069497555,model_610
episode_299,c_10,c_9,c_10,c_6,0.9806,0.059417065,model_211
episode_300,c_9,c_3,s,-,0.9771,0.07215311,model_130
episode_300,c_9,c_3,s,-,0.9761,0.074649215,model_1166
episode_300,c_9,c_3,s,-,0.9771,0.07110166,model_1599
episode_301,c_2,s,-,-,0.962,0.13089815,model_250
episode_301,c_2,s,-,-,0.9618,0.1329981,model_1043
episode_302,c_8,c_11,c_8,c_8,0.9784,0.067632616,model_1793
episode_303,c_7,c_1,m_2,c_4,0.9711,0.097369425,model_1338
episode_304,c_10,c_12,c_10,c_3,0.9809,0.060556363,model_1604
episode_305,c_10,c_5,c_4,m_1,0.9804,0.06260625,model_1882
episode_306,c_7,c_11,m_3,c_12,0.98,0.068933055,model_966
episode_307,c_10,m_3,m_3,c_1,0.6515,1.5367497,model_1689
episode_308,c_10,c_4,m_3,c_9,0.9716,0.10063539,model_1167
episode_309,m_2,m_3,c_10,c_4,0.282,1.9378843,model_563
episode_310,c_7,c_4,c_1,c_7,0.9798,0.060126185,model_624
episode_311,m_3,c_11,c_5,c_5,0.8703,0.39369377,model_180
episode_312,c_2,c_10,m_2,c_5,0.9711,0.09313846,model_886
episode_313,c_5,m_1,m_2,c_9,0.9567,0.15708715,model_1909
episode_314,c_3,c_2,m_3,c_6,0.9807,0.06416799,model_640
episode_315,c_7,c_6,m_2,c_2,0.9796,0.06734305,model_1913
episode_316,c_7,c_4,c_1,c_7,0.9798,0.060126185,model_624
episode_317,m_2,c_9,c_12,m_3,0.9523,0.1554691,model_438
episode_318,c_4,m_1,c_10,c_2,0.9674,0.11084886,model_1740
episode_319,c_9,c_12,c_8,c_2,0.9807,0.059788305,model_681
episode_320,c_2,c_6,m_3,c_6,0.9823,0.058337446,model_900
episode_321,c_8,c_7,c_9,c_1,0.9803,0.060863428,model_169
episode_322,c_2,c_6,m_3,c_1,0.9817,0.061493512,model_658
episode_323,c_12,c_1,m_3,c_7,0.9763,0.07803334,model_2008
episode_324,c_5,c_5,s,-,0.9775,0.07424695,model_1193
episode_325,c_9,m_2,c_8,m_3,0.9713,0.09342761,model_1310
episode_326,c_7,c_3,c_5,c_10,0.9806,0.059810404,model_833
episode_327,c_6,c_3,c_12,c_3,0.9808,0.0622445,model_120
episode_328,c_2,c_9,c_3,c_1,0.9805,0.062088236,model_1252
episode_329,c_2,c_5,s,-,0.9766,0.07001902,model_1231
episode_330,m_2,s,-,-,0.8894,0.41746303,model_801
episode_330,m_2,s,-,-,0.8887,0.41835153,model_1659
episode_331,c_4,m_2,c_12,m_1,0.964,0.116649106,model_1649
episode_332,c_3,c_8,c_1,c_8,0.9777,0.06571635,model_1412
episode_333,c_11,m_2,c_1,c_10,0.9652,0.11427533,model_542
episode_334,c_8,c_10,c_10,m_3,0.9799,0.060157992,model_974
episode_335,c_2,c_8,m_3,c_4,0.9807,0.06647137,model_1562
episode_336,c_12,c_12,c_2,m_3,0.9795,0.06245256,model_2007
episode_337,c_2,m_1,c_5,s,0.9673,0.10956623,model_1296
episode_338,c_12,m_1,c_2,s,0.9678,0.105714,model_809
episode_339,c_4,c_7,c_9,c_4,0.9798,0.06342235,model_1635
episode_340,c_1,c_10,s,-,0.9774,0.07518652,model_1883
episode_341,c_3,c_4,c_1,c_7,0.9789,0.06498076,model_1666
episode_342,m_2,c_9,c_8,m_1,0.9507,0.16313586,model_814
episode_343,c_11,c_6,m_2,c_2,0.9777,0.07322775,model_1425
episode_344,c_3,c_11,c_6,m_2,0.9788,0.06525994,model_1555
episode_345,c_5,c_5,c_2,c_6,0.9802,0.061388023,model_247
episode_346,c_2,c_9,m_3,c_8,0.9814,0.0620998,model_1123
episode_347,c_1,c_9,c_4,c_11,0.9809,0.058914468,model_220
episode_348,c_10,m_3,c_2,m_2,0.9573,0.14564282,model_56
episode_349,c_3,c_11,c_6,m_2,0.9788,0.06525994,model_1555
episode_350,c_1,c_5,c_10,c_11,0.98,0.060328893,model_1163
episode_351,c_9,c_2,c_5,m_3,0.9791,0.06342655,model_673
episode_352,c_6,s,-,-,0.9632,0.12855202,model_53
episode_352,c_6,s,-,-,0.9631,0.12906559,model_1281
episode_352,c_6,s,-,-,0.9626,0.1315919,model_1743
episode_353,c_2,c_8,c_8,s,0.9783,0.06615702,model_284
episode_354,c_1,m_3,s,-,0.9409,0.21255435,model_965
