
episode_0
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007275,0.0

episode_1
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014615,0.0

episode_2
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000146,0.0,0.0,0.0,0.0,7.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014615,0.0

episode_3
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000146,0.0,0.0,0.0,0.0,7.3e-05,0.000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007455,0.0,0.0,0.00702,0.0,0.0,0.0,0.0,0.0,0.0,0.014615,0.0

episode_4
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000146,0.0,0.0,0.0,0.0,7.3e-05,0.000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001451
0.0,0.0,0.0,0.0,0.007455,0.0,0.0,0.00702,0.0,0.0,0.0,0.0,0.0,0.0,0.014615,0.0

episode_5
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000146,0.0,0.0,0.0,0.0,7.3e-05,0.000146,0.0,0.0,0.0,0.0,0.0,0.000146,0.0,0.001451
0.0,0.0,0.0,0.0,0.007455,0.0,0.0,0.00702,0.0,0.0,0.0,0.0,0.007428,0.0,0.014615,0.0

episode_6
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,1.5e-05,0.0,1.5e-05,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000146,0.0,0.0,0.0,0.0,7.3e-05,0.000291,0.0,0.0,0.0,0.0,0.0,0.000146,0.0,0.001451
0.0,0.0,0.006683,0.0,0.007455,0.0,0.0,0.00702,0.0,0.0,0.0,0.0,0.007428,0.0,0.014615,0.0

episode_7
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,1.5e-05,0.0,1e-06,0.0,1.5e-05,0.0,1.5e-05,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000291,0.0,0.0,0.0,0.0,7.3e-05,0.000291,0.0,0.0,0.0,0.0,0.0,0.000146,0.0,0.001451
0.0,0.0,0.006683,0.0,0.007455,0.0,0.0,0.00702,0.0,0.0,0.0,0.0,0.007428,0.007082,0.014615,0.0

episode_8
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,1.5e-05,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000291,0.0,0.0,0.0,0.0,7.3e-05,0.000291,0.0,0.0,0.000146,0.0,0.0,0.000146,0.0,0.001451
0.0,0.0,0.006683,0.0,0.007455,0.0,0.0,0.00702,0.0,0.0,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_9
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1e-06,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,2.9e-05,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000291,0.0,0.0,0.0,0.0,7.3e-05,0.000291,0.0,0.0,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.0,0.0,0.006683,0.0,0.007455,0.0,0.007536,0.00702,0.0,0.0,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_10
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.6e-05,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,2.9e-05,0.0,0.0,0.0,0.0,1e-06,0.0
0.0,0.000434,0.0,0.0,0.0,0.0,7.3e-05,0.000291,0.0,0.0,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.0,0.007023,0.006683,0.0,0.007455,0.0,0.007536,0.00702,0.0,0.0,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_11
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,1.6e-05,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,2.9e-05,0.0,0.0,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.0,0.0,7.3e-05,0.000291,0.0,0.0,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.0,0.007023,0.013819,0.0,0.007455,0.0,0.007536,0.00702,0.0,0.0,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_12
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,1.6e-05,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,2.9e-05,0.0,1.5e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000291,0.0,0.0,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.0,0.007023,0.013819,0.0,0.014701,0.0,0.007536,0.00702,0.0,0.0,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_13
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,1.6e-05,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000435,0.0,0.0,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.007215,0.007023,0.013819,0.0,0.014701,0.0,0.007536,0.00702,0.0,0.0,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_14
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,3e-05,0.0,1.5e-05,0.0,1e-06,1.5e-05,1.5e-05,0.0,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000435,0.000147,0.0,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.007215,0.007023,0.013819,0.0,0.014701,0.0,0.007536,0.00702,0.0,0.00718,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_15
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,3e-05,0.0,1.5e-05,0.0,1e-06,2.9e-05,1.5e-05,0.0,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000435,0.000147,0.000147,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.007215,0.007023,0.013819,0.0,0.014701,0.007406,0.007536,0.00702,0.0,0.00718,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_16
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,3e-05,0.0,1.5e-05,0.0,1e-06,2.9e-05,1.5e-05,1.5e-05,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000435,0.000147,0.000293,0.000291,0.0,0.0,0.000146,0.0,0.001451
0.007215,0.007023,0.013819,0.0,0.014701,0.014524,0.007536,0.00702,0.0,0.00718,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_17
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,3e-05,1.5e-05,1.5e-05,0.0,1e-06,2.9e-05,1.5e-05,1.5e-05,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000435,0.000147,0.000293,0.000291,0.0,0.000147,0.000146,0.0,0.001451
0.007215,0.007023,0.013819,0.007258,0.014701,0.014524,0.007536,0.00702,0.0,0.00718,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_18
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,3e-05,1.5e-05,1.5e-05,1.5e-05,1e-06,2.9e-05,1.5e-05,1.5e-05,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.0,0.0,0.000146,0.0,7.3e-05,0.000578,0.000147,0.000293,0.000291,0.0,0.000147,0.000146,0.0,0.001451
0.007215,0.014235,0.013819,0.007258,0.014701,0.014524,0.007536,0.00702,0.0,0.00718,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_19
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5e-05,3e-05,1.5e-05,1.5e-05,1.5e-05,1e-06,4.3e-05,1.5e-05,1.5e-05,2.9e-05,0.0,2.9e-05,0.0,0.0,1e-06,0.0
0.000146,0.000434,0.000147,0.0,0.000146,0.0,7.3e-05,0.000578,0.000147,0.000293,0.000291,0.0,0.000147,0.000146,0.0,0.001451
0.007215,0.014235,0.013819,0.007258,0.014701,0.014524,0.007536,0.00702,0.007302,0.00718,0.0,0.0,0.007428,0.014141,0.014615,0.0

episode_20
c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,m_1,m_2,m_3,s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
