Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1569,c_5,c_11,c_12,c_2,0.7396,0.7768695554733276
model_1570,c_4,c_7,m_1,c_4,0.6939,0.8848832094192505
model_1571,c_5,m_2,m_3,m_1,0.6797,0.9699206632614136
model_1572,c_2,c_1,c_10,c_8,0.7034,0.8915609694480896
model_1573,c_1,c_3,c_6,c_3,0.7183,0.8998389706611634
model_1574,c_8,c_3,c_7,c_4,0.7326,0.7778796190261841
model_1575,c_1,c_6,c_7,s,0.7159,0.8354594097137451
model_1576,c_6,c_5,c_5,c_5,0.7444,0.7619243189811706
model_1577,c_6,c_8,m_2,c_8,0.7472,0.7397511326789856
model_1578,c_4,c_6,m_2,c_8,0.7342,0.8090845208168029
model_1579,c_2,c_6,c_7,c_2,0.7154,0.8545891810417175
model_1580,c_10,m_2,c_8,c_4,0.764,0.7003185810089111
model_1581,c_7,m_3,c_6,m_2,0.7416,0.7585609003067016
model_1582,c_5,m_3,c_1,c_3,0.7146,0.8643525601387024
model_1583,c_10,m_3,m_3,s,0.712,0.8276445504188538
model_1584,c_5,c_9,c_8,m_1,0.7304,0.8027694268226624
model_1585,c_10,c_5,c_9,c_7,0.7207,0.8538769685745239
model_1586,c_8,m_3,c_12,c_4,0.7629,0.7034566606521606
model_1587,c_1,c_2,c_5,c_10,0.696,0.9044849620819092
model_1588,c_2,c_2,c_10,c_8,0.7443,0.7764781706809998
model_1589,c_12,c_6,s,-,0.7285,0.8010381582260132
model_1590,c_9,c_4,c_6,c_4,0.7182,0.7937538189888
model_1591,c_4,c_10,c_4,c_6,0.7231,0.8077278900146484
model_1592,c_3,m_2,c_8,c_9,0.7387,0.7942846444129944
model_1593,m_2,m_2,c_4,c_6,0.5937,1.1657395551681518
model_1594,c_1,c_1,c_11,c_6,0.7271,0.8297973986625672
model_1595,c_6,m_1,c_5,c_3,0.7177,0.8196068937301636
model_1596,c_2,c_9,c_5,c_9,0.7506,0.7654577679634095
model_1597,c_2,c_6,c_10,m_1,0.7369,0.784576118183136
model_1598,c_3,c_4,c_8,m_3,0.721,0.8336628501892089
model_1599,c_9,c_3,s,-,0.7001,0.8714376852035522
model_1600,c_12,c_7,s,-,0.6914,0.904368422794342
model_1601,c_5,c_7,c_4,c_1,0.6426,1.0219621950149536
model_1602,c_10,c_5,c_8,c_9,0.7508,0.7779922437191009
model_1603,c_4,c_8,c_2,c_12,0.7279,0.8008663215637207
model_1604,c_10,c_12,c_10,c_3,0.7547,0.7271948124885559
model_1605,c_10,m_1,m_2,c_5,0.7354,0.7724839500427246
model_1606,c_8,c_2,c_7,c_4,0.7048,0.8648912991523743
model_1607,c_3,c_7,c_7,c_4,0.7325,0.804444949054718
model_1608,c_8,m_3,c_10,c_5,0.753,0.7479953908920288
model_1609,c_6,c_4,m_2,s,0.6893,0.9090478105545043
model_1610,c_7,c_1,c_12,c_3,0.7051,0.8701570437431335
model_1611,c_3,c_4,c_7,s,0.7086,0.8675190752029419
model_1612,c_8,c_8,s,-,0.7161,0.8619147258758545
model_1613,c_7,c_12,m_1,c_9,0.7409,0.7595727796554566
model_1614,c_8,s,-,-,0.6789,0.9630301540374756
model_1615,c_8,c_9,m_1,m_2,0.6974,0.8943244023323059
model_1616,c_5,c_12,s,-,0.6945,0.897567687702179
model_1617,c_12,c_7,c_2,c_3,0.7282,0.8326362366676331
model_1618,c_12,c_5,c_11,c_5,0.7319,0.8549379884719849
model_1619,c_1,c_1,c_8,c_7,0.7287,0.8156379167556763
model_1620,c_10,c_10,c_5,c_6,0.7144,0.8397359785079956
model_1621,c_11,c_5,c_7,m_2,0.7345,0.7882099216461181
model_1622,c_8,c_2,c_7,c_3,0.714,0.883425507926941
model_1623,c_2,c_7,c_12,c_5,0.728,0.8892706678390503
model_1624,c_8,c_1,m_1,m_3,0.7003,0.880424426651001
model_1625,m_1,c_6,c_8,c_10,0.6903,0.905122327041626
model_1626,c_8,m_3,c_5,c_4,0.7478,0.7391713274955749
model_1627,c_5,c_12,c_8,c_6,0.7355,0.769148050403595
model_1628,c_9,c_6,c_11,c_6,0.7271,0.8913134606361389
model_1629,c_12,c_1,c_6,c_1,0.7349,0.7821212945938111
model_1630,c_3,s,-,-,0.6919,0.9615441473007202
model_1631,c_1,c_11,c_2,c_1,0.738,0.7827855728149414
model_1632,c_8,c_11,c_7,m_2,0.7435,0.7699223902702331
model_1633,c_7,c_3,c_3,m_1,0.7384,0.7740394231796265
model_1634,c_1,c_10,c_12,c_9,0.7446,0.7692582608222961
model_1635,c_4,c_7,c_9,c_4,0.7097,0.8694775595664977
model_1636,c_9,m_1,c_7,c_4,0.7319,0.7967828584671021
model_1637,c_1,m_3,m_1,s,0.701,0.8584589530944824
model_1638,c_11,c_4,c_11,m_1,0.7,0.8545227152824402
model_1639,c_1,s,-,-,0.6678,0.966202290725708
model_1640,c_5,m_2,c_7,c_11,0.7451,0.7801181186676025
model_1641,c_4,s,-,-,0.6725,0.9765488430023194
model_1642,c_3,c_3,c_5,c_9,0.748,0.7460270765304565
model_1643,c_1,c_8,m_3,c_8,0.7562,0.7250076348304748
model_1644,c_12,m_1,c_10,s,0.7347,0.8385306962966919
model_1645,c_5,c_7,m_1,m_3,0.7199,0.7875932761192321
model_1646,c_11,c_2,c_8,m_3,0.6865,0.9093677518844604
model_1647,c_9,m_2,m_3,c_8,0.7296,0.791385653591156
model_1648,c_3,c_7,c_1,c_8,0.7011,0.8917537936210632
model_1649,c_4,m_2,c_12,m_1,0.7434,0.7408069582939147
model_1650,c_4,c_9,m_1,c_9,0.7285,0.8043464635848999
model_1651,c_2,c_1,c_12,m_3,0.7318,0.7879382739067078
model_1652,c_9,c_8,c_6,c_6,0.7534,0.7507214082717896
model_1653,c_5,c_11,c_5,m_2,0.6924,0.9003827226638794
model_1654,c_11,c_2,c_9,c_1,0.7374,0.764545168018341
model_1655,c_10,c_7,c_6,s,0.7399,0.8040362427711487
model_1656,c_9,c_7,c_10,c_8,0.7207,0.845929505443573
model_1657,c_9,m_2,c_3,c_4,0.7511,0.7501631223201751
model_1658,c_7,c_3,c_10,m_2,0.7139,0.8433853364944458
model_1659,m_2,s,-,-,0.6803,0.9349732291221619
model_1660,c_10,m_1,c_2,c_7,0.7293,0.8125205677032471
model_1661,c_10,c_2,c_11,s,0.7298,0.8101006258964538
model_1662,c_4,c_6,m_1,c_9,0.7449,0.7659846691131592
model_1663,c_4,c_6,c_4,c_4,0.6641,0.9854546788215637
model_1664,c_12,c_9,c_7,s,0.7481,0.7598151610374451
model_1665,c_6,c_7,c_4,c_1,0.7127,0.8467045275688171
model_1666,c_3,c_4,c_1,c_7,0.7095,0.8516990155220032
model_1667,c_10,m_3,c_2,m_1,0.7399,0.7571481696128846
model_1668,c_9,c_2,c_1,m_2,0.7165,0.8267822454452515
model_1669,c_4,c_6,c_9,c_10,0.7343,0.7826547118186951
model_1670,c_6,m_3,c_8,s,0.7381,0.7739884101867676
model_1671,c_4,c_6,m_1,m_3,0.7348,0.7779140927314758
model_1672,c_1,c_12,c_7,c_7,0.731,0.8197107332229614
model_1673,c_9,c_8,c_1,s,0.7216,0.8407952795028687
model_1674,c_2,c_1,c_12,c_9,0.7382,0.7760415647506714
model_1675,c_7,c_2,c_3,m_2,0.714,0.8254394261360168
model_1676,c_3,c_3,c_10,c_9,0.7396,0.7805715911865234
model_1677,c_12,c_6,c_5,s,0.7257,0.8286630088806153
model_1678,c_6,m_1,c_7,c_5,0.7432,0.7868932046890259
model_1679,c_1,c_7,c_3,c_12,0.7448,0.7979235146522522
model_1680,c_9,s,-,-,0.6974,0.8855017164230347
model_1681,c_5,m_3,c_3,c_7,0.7265,0.7913383373260499
model_1682,c_2,c_5,c_2,c_2,0.7248,0.8193752005577087
model_1683,c_7,m_1,c_4,c_7,0.7054,0.8582093997001647
model_1684,c_6,c_4,c_5,c_1,0.6886,0.9118706909179688
model_1685,c_9,c_4,s,-,0.7052,0.8803749724388122
model_1686,c_12,c_3,c_2,c_1,0.7275,0.7976920635223389
model_1687,c_1,m_3,c_11,c_2,0.738,0.7620108968734741
model_1688,c_3,c_10,m_1,c_6,0.7294,0.803168512916565
model_1689,c_10,m_3,m_3,c_1,0.7247,0.8120008371353149
model_1690,c_6,c_5,c_3,c_8,0.7208,0.8414889071464539
model_1691,c_10,c_3,c_11,c_11,0.7209,0.843353518295288
model_1692,c_3,m_3,c_2,s,0.7363,0.7631773587226868
model_1693,c_5,c_11,m_3,m_2,0.7381,0.7444478851318359
model_1694,c_3,c_12,c_3,m_2,0.6993,0.8715523682594299
model_1695,c_10,c_9,c_3,c_12,0.7478,0.7542693448066712
model_1696,c_12,c_12,c_3,c_5,0.7529,0.7397268836975097
model_1697,c_4,c_11,m_2,m_1,0.7354,0.7732309640884399
model_1698,c_11,c_11,c_6,c_7,0.7227,0.8183976976394653
model_1699,c_2,c_10,c_5,c_5,0.7538,0.812110209941864
model_1700,c_12,c_3,c_7,m_1,0.7288,0.7947791015625
model_1701,c_9,c_2,s,-,0.6967,0.9190055836677551
model_1702,c_12,m_1,c_7,c_2,0.7329,0.8498147709846496
model_1703,c_2,c_11,c_4,c_10,0.7356,0.7973374068260193
model_1704,c_3,c_5,s,-,0.7028,0.8758703237533569
model_1705,c_7,m_3,c_9,c_6,0.755,0.7438230020523071
model_1706,m_3,c_9,m_2,c_7,0.6893,0.9040868711471558
model_1707,c_4,c_5,c_6,c_2,0.6987,0.8785711676597595
model_1708,c_4,c_7,c_10,c_6,0.7406,0.7766357835769653
model_1709,c_10,m_2,c_12,c_8,0.7704,0.7242753376007081
model_1710,c_3,c_1,s,-,0.6814,0.9249943755149841
model_1711,c_11,c_7,c_8,c_3,0.7443,0.7715343965530396
model_1712,c_1,c_11,c_11,c_1,0.7142,0.8764856315612793
model_1713,c_7,c_3,c_6,c_1,0.7183,0.8288707768440247
model_1714,c_11,c_8,c_12,m_3,0.7432,0.7858569288253784
model_1715,c_9,m_1,c_10,c_4,0.7459,0.7662300817489625
model_1716,c_8,c_3,c_9,m_1,0.7396,0.7936420248031616
model_1717,c_2,c_6,c_1,s,0.7133,0.8509219553947449
model_1718,m_1,c_6,c_8,c_3,0.6942,0.9627035814285279
model_1719,c_8,c_12,m_2,c_3,0.7759,0.6801605551719666
model_1720,c_1,c_6,c_8,c_1,0.7368,0.8021859383583069
model_1721,c_3,c_9,m_2,m_3,0.7526,0.7388050617218017
model_1722,c_3,c_1,c_8,m_2,0.7019,0.8703375616073609
model_1723,c_11,c_2,c_4,c_3,0.7385,0.7667006387710571
model_1724,c_2,c_8,m_2,c_3,0.7435,0.7579241353034973
model_1725,c_1,m_3,c_11,c_10,0.7427,0.7581833325386047
model_1726,c_10,c_2,m_1,c_2,0.7272,0.8127947696685791
model_1727,c_9,c_8,m_2,m_1,0.7428,0.7489397227287292
model_1728,c_2,m_3,c_9,c_1,0.7628,0.7070952823638916
model_1729,c_11,c_3,c_5,s,0.7248,0.8020552768707275
model_1730,c_9,c_12,m_3,c_6,0.7762,0.6634890668869019
model_1731,c_5,c_8,m_1,c_4,0.7122,0.8550908905982971
model_1732,c_3,c_6,m_1,c_2,0.7298,0.8212579531669617
model_1733,c_9,c_10,c_9,m_3,0.7386,0.8991985829353333
model_1734,c_10,c_10,c_11,c_5,0.7615,0.742689270734787
model_1735,c_3,c_4,c_7,c_11,0.7025,0.9002514706611633
model_1736,c_12,c_10,c_8,c_9,0.7564,0.7773288468837738
model_1737,c_3,m_1,s,-,0.6999,0.8752735861778259
model_1738,c_3,c_10,c_10,c_10,0.7135,0.84347914352417
model_1739,c_4,c_4,s,-,0.6951,0.8795756104469299
model_1740,c_4,m_1,c_10,c_2,0.7375,0.7788997431755066
model_1741,c_12,c_7,c_10,m_3,0.73,0.7815048025131226
model_1742,c_5,c_11,c_6,s,0.7365,0.7537537278175354
model_1743,c_6,s,-,-,0.7093,0.87627802734375
model_1744,c_2,m_2,s,-,0.7069,0.8602899084091187
model_1745,c_4,c_9,m_3,c_5,0.7545,0.7329436364173889
model_1746,c_11,c_2,c_5,c_9,0.7397,0.7928659055709839
model_1747,c_1,m_1,s,-,0.6764,0.9437147075653076
model_1748,c_9,m_3,m_3,s,0.7449,0.7635255579948426
model_1749,c_9,c_10,c_5,c_12,0.7445,0.753031743812561
model_1750,c_8,c_2,c_4,c_6,0.728,0.8306363335609436
model_1751,c_2,m_3,c_8,c_3,0.7591,0.7220356971740722
model_1752,c_1,m_1,c_8,c_12,0.7439,0.7729793209075928
model_1753,c_6,m_1,c_3,c_3,0.7645,0.7427363061428071
model_1754,c_6,c_4,c_8,c_5,0.7318,0.8032078597068787
model_1755,c_9,c_4,c_11,c_4,0.7244,0.7893518140792847
model_1756,c_12,c_11,c_2,c_1,0.7328,0.8335498901367188
model_1757,c_4,c_5,c_11,c_4,0.7308,0.799831582736969
model_1758,c_4,m_1,c_8,c_2,0.7384,0.7869864388465881
model_1759,c_1,c_3,c_3,c_1,0.7349,0.7818603355407715
model_1760,c_6,c_7,c_8,c_10,0.7251,0.7993954340934754
model_1761,c_8,c_1,c_8,c_3,0.7383,0.8101670791625977
model_1762,c_11,c_5,c_5,c_3,0.7335,0.7908434457778931
model_1763,c_6,c_8,c_1,c_5,0.7273,0.8385485788345337
model_1764,m_3,c_3,s,-,0.707,0.8943485927581787
model_1765,c_5,c_4,c_9,m_1,0.7211,0.8335338973999024
model_1766,c_7,c_7,c_6,c_6,0.7476,0.7491696798324585
model_1767,m_3,m_1,c_1,c_9,0.6263,1.0576677495956421
model_1768,c_10,c_7,m_2,c_8,0.7374,0.7604970471382141
model_1769,c_1,c_6,c_7,c_11,0.7289,0.8004453758239746
model_1770,c_7,c_5,c_7,c_8,0.7242,0.8137438730239868
model_1771,c_1,c_7,c_9,c_9,0.7586,0.7324546657562255
model_1772,c_11,c_11,c_10,c_2,0.7357,0.8208537457466125
model_1773,c_6,c_2,c_3,m_2,0.7038,0.8652937989234925
model_1774,c_11,c_8,m_3,m_1,0.733,0.7854452857017518
model_1775,c_4,c_11,c_9,c_11,0.7305,0.8306585573196411
model_1776,c_9,c_4,c_6,c_7,0.6987,0.9038899781227112
model_1777,c_11,c_9,c_9,c_5,0.7398,0.8301685801506042
model_1778,c_10,m_1,c_5,m_1,0.7332,0.7851921830177307
model_1779,c_5,c_12,c_8,c_1,0.7215,0.8491020701408386
model_1780,c_5,c_11,c_4,c_4,0.7259,0.8370258839607239
model_1781,c_1,c_3,m_1,c_12,0.7389,0.7658107797622681
model_1782,c_10,c_8,c_8,s,0.7219,0.8163081408500671
model_1783,c_3,c_10,c_3,c_4,0.7281,0.7905865474700928
model_1784,c_7,m_2,c_4,c_9,0.7504,0.7934897252082824
model_1785,c_10,c_6,c_2,c_9,0.6974,0.9215304743766785
model_1786,c_1,c_11,c_3,c_6,0.7365,0.7806281323432922
model_1787,c_7,c_12,c_7,c_3,0.7307,0.8634035713195801
model_1788,c_5,c_11,m_2,c_9,0.773,0.6703214809417725
model_1789,c_1,c_10,c_8,c_3,0.6683,0.996345274925232
model_1790,c_4,c_10,s,-,0.6947,0.8927841837882996
model_1791,c_5,c_11,c_5,c_1,0.7383,0.7964378220558167
model_1792,c_7,m_1,c_2,m_1,0.7185,0.8180349734306336
model_1793,c_8,c_11,c_8,c_8,0.729,0.8061275335311889
model_1794,c_3,c_10,c_4,s,0.6881,0.9133847971916199
model_1795,c_12,c_1,c_12,c_9,0.773,0.7596447946548462
model_1796,c_1,c_5,c_6,c_12,0.7189,0.8191004656791687
model_1797,c_1,c_8,m_1,c_8,0.7306,0.786726449584961
model_1798,c_4,c_9,c_7,c_8,0.7206,0.823925597000122
model_1799,c_2,c_5,c_10,c_12,0.7173,0.8455085828781128
model_1800,c_2,c_11,c_7,c_12,0.7226,0.8360046186447143
model_1801,c_1,c_10,c_6,c_9,0.7244,0.840808321094513
model_1802,m_3,c_12,c_1,c_5,0.6786,0.9605158807754517
model_1803,c_6,m_1,c_11,s,0.7116,0.8433426140785217
model_1804,c_12,c_9,c_3,m_1,0.7563,0.7240177765369415
model_1805,c_1,c_8,c_11,c_2,0.7341,0.795552933883667
model_1806,c_6,c_3,c_10,c_4,0.7339,0.8054866842269898
model_1807,c_1,c_12,c_11,c_12,0.7669,0.698864612865448
model_1808,c_5,c_9,s,-,0.7226,0.830111285018921
model_1809,c_2,c_2,m_3,c_11,0.7568,0.7166477440834046
model_1810,c_12,c_7,c_1,m_3,0.7349,0.769273921585083
model_1811,c_5,m_3,c_8,c_9,0.7454,0.7637101708412171
model_1812,c_4,c_1,c_7,c_2,0.6979,0.8998645809173584
model_1813,c_7,c_12,c_10,c_11,0.7468,0.7452288257598877
model_1814,c_5,c_7,c_12,m_2,0.7164,0.8195805932044983
