Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_299,c_8,c_11,m_2,c_1,0.7393,0.7671522030830383
model_300,c_10,c_5,c_10,c_1,0.7188,0.8258259154319764
model_301,c_10,m_3,c_11,m_3,0.7366,0.7735027714729309
model_302,c_2,m_2,c_10,s,0.6766,0.9373821104049682
model_303,c_7,c_12,m_1,s,0.7133,0.8506839560508728
model_304,c_5,c_1,c_12,c_5,0.6982,0.8766896343231201
model_305,c_7,c_9,m_3,c_4,0.7322,0.7781993582725525
model_306,c_11,c_6,c_8,c_10,0.7232,0.808977495765686
model_307,c_3,c_7,c_8,c_4,0.7323,0.8082986408233642
model_308,c_12,c_3,m_2,c_10,0.7511,0.7484028454780579
model_309,c_12,c_6,c_4,c_9,0.7281,0.8138579092025757
model_310,c_8,m_3,c_11,c_6,0.7635,0.7100142728805542
model_311,c_2,c_8,s,-,0.6823,0.9128388450622559
model_312,c_12,c_6,c_2,c_5,0.7193,0.8406360611915589
model_313,c_5,c_6,c_11,c_7,0.7558,0.7378811740875244
model_314,c_10,c_10,c_6,m_3,0.7352,0.7791959596633911
model_315,c_4,c_12,c_11,m_2,0.7417,0.7599012586593628
model_316,c_1,c_3,m_1,c_6,0.7446,0.7539696799278259
model_317,c_4,m_2,c_11,c_2,0.7366,0.791861180114746
model_318,c_8,c_11,m_3,c_4,0.7564,0.7140187175750733
model_319,c_7,c_9,m_2,m_1,0.7285,0.8107211583137512
model_320,c_8,c_7,c_8,c_6,0.7284,0.8022502388954162
model_321,c_11,c_7,m_3,s,0.748,0.7698296969413757
model_322,c_8,c_4,m_1,c_4,0.7211,0.8572244132041931
model_323,c_9,m_2,m_1,c_11,0.7521,0.7461291435241699
model_324,c_2,c_12,c_11,c_11,0.7534,0.776315598487854
model_325,c_8,m_1,m_2,c_6,0.7384,0.7753802548408508
model_326,c_9,c_10,c_4,c_7,0.7197,0.8672604975700379
model_327,c_11,c_12,m_1,c_7,0.7298,0.8177375569343567
model_328,c_8,c_1,c_7,c_11,0.7264,0.8121756157875061
model_329,c_3,m_3,s,-,0.719,0.8164795273780823
model_330,c_5,c_3,c_2,m_1,0.7133,0.8496093189239502
model_331,c_9,c_9,c_6,s,0.736,0.7917503541946411
model_332,c_1,m_2,c_8,m_1,0.7114,0.835072232723236
model_333,c_4,c_9,c_1,c_5,0.734,0.7904155424118042
model_334,c_3,c_6,c_1,m_2,0.6813,0.9156428357124329
model_335,c_6,c_6,c_4,m_3,0.7272,0.7731653383255005
model_336,c_11,c_5,c_6,c_8,0.7346,0.8275746742248535
model_337,c_9,c_7,s,-,0.7022,0.8965753548622132
model_338,c_1,c_10,c_9,c_11,0.719,0.8492443096160889
model_339,c_7,c_3,m_2,c_7,0.7033,0.8636023463249206
model_340,c_12,c_9,c_4,c_11,0.7514,0.7508974775314331
model_341,c_2,c_11,c_7,c_10,0.7241,0.8107977198600769
model_342,c_10,c_5,c_7,m_3,0.7404,0.7785819831848144
model_343,c_2,c_11,c_1,c_12,0.7276,0.8038307641029357
model_344,c_3,c_3,c_10,c_8,0.7419,0.7636387531280517
model_345,c_11,m_3,m_3,c_9,0.7431,0.7739504874229431
model_346,c_11,m_3,c_9,c_11,0.7567,0.7398401131629944
model_347,c_12,c_2,c_8,c_2,0.7375,0.7937590547561646
model_348,c_12,c_11,c_1,c_6,0.7467,0.7497600923538208
model_349,c_2,c_9,s,-,0.6842,0.9562252808570861
model_350,c_11,c_8,c_2,c_7,0.7296,0.8234360091209412
model_351,c_8,c_6,c_11,c_9,0.727,0.8629947102546692
model_352,c_2,c_6,c_5,s,0.7213,0.8121843210220336
model_353,m_1,c_11,c_5,c_1,0.6889,0.926306062412262
model_354,c_11,s,-,-,0.6841,0.946634693145752
model_355,c_9,c_6,c_11,c_10,0.724,0.809991577911377
model_356,c_1,c_5,c_2,c_10,0.7176,0.8453217350959777
model_357,c_8,c_3,c_3,c_2,0.7441,0.7612778426170349
model_358,c_3,m_3,c_8,s,0.7392,0.7729427619934082
model_359,c_1,c_12,m_1,c_7,0.7242,0.8232263192176819
model_360,c_5,c_2,c_1,m_1,0.6814,0.9465988613128662
model_361,c_12,c_6,c_2,c_6,0.7327,0.7785382894515991
model_362,c_10,c_12,c_11,c_7,0.7606,0.7346600438117981
model_363,c_11,c_10,m_3,c_10,0.7717,0.7231780836105347
model_364,c_9,c_11,c_2,c_7,0.7354,0.7820460767745971
model_365,c_4,c_10,c_3,c_3,0.7385,0.7836512778282165
model_366,c_7,c_9,c_12,s,0.6877,1.109152038860321
model_367,c_1,m_3,c_6,c_2,0.6879,0.8919591462135315
model_368,c_5,c_11,c_7,c_6,0.7244,0.8103359268188477
model_369,c_8,c_7,s,-,0.7007,0.8773085196495056
model_370,c_5,c_5,c_10,c_4,0.7469,0.7531257271766663
model_371,c_7,c_9,c_11,c_11,0.7496,0.7627056499481201
model_372,c_4,c_11,c_1,c_8,0.7213,0.8130886882781982
model_373,c_7,c_2,c_11,m_1,0.719,0.8196103137016296
model_374,c_3,c_4,c_3,c_4,0.6993,0.892134693145752
model_375,c_10,c_3,c_4,c_9,0.701,0.8698536364555359
model_376,c_8,c_7,c_7,c_9,0.7257,0.830246381187439
model_377,c_4,s,-,-,0.671,0.9666766644477844
model_378,c_5,m_2,s,-,0.705,0.8604639269828797
model_379,c_12,c_7,c_3,c_11,0.7443,0.768982559967041
model_380,c_12,c_10,c_3,c_3,0.7383,0.7778798167228699
model_381,c_3,c_4,c_11,c_4,0.7041,0.8602331338882446
model_382,c_9,c_5,m_3,c_3,0.7579,0.7093742636680603
model_383,c_5,m_1,c_2,m_2,0.702,0.8677793052673339
model_384,c_11,c_12,s,-,0.706,0.8949709621429444
model_385,c_3,c_8,c_2,c_7,0.7405,0.8014048710346222
model_386,c_1,c_5,m_3,c_1,0.7259,0.7899219560623169
model_387,c_10,c_12,s,-,0.6784,0.9554990869522094
model_388,c_2,m_3,c_3,c_5,0.754,0.7534931206226348
model_389,c_10,c_1,c_5,c_12,0.7247,0.8351222665786743
model_390,c_10,c_9,s,-,0.6977,0.8804154019355774
model_391,c_7,c_12,s,-,0.7081,0.8526553727149964
model_392,c_5,m_1,c_7,c_12,0.7533,0.7687872699737549
model_393,c_12,c_2,m_2,-,0.7298,0.7989054546356201
model_394,c_5,c_2,c_4,c_12,0.7396,0.803525193977356
model_395,c_12,c_4,c_6,c_11,0.7498,0.7797471115112304
model_396,c_7,c_3,c_6,c_11,0.7639,0.7326040149688721
model_397,c_4,c_7,c_8,c_11,0.7433,0.7947755298614502
model_398,c_4,m_1,c_7,c_5,0.737,0.786889029598236
model_399,c_12,c_2,c_5,c_7,0.7373,0.7964193785667419
model_400,c_5,c_9,c_5,c_10,0.7264,0.8233983200073243
model_401,c_11,m_2,m_1,c_1,0.7191,0.8159836513519287
model_402,c_2,c_6,s,-,0.6846,0.9086027359008789
model_403,c_11,c_10,c_4,m_1,0.7243,0.8142566146850586
model_404,c_11,m_2,c_12,c_1,0.7276,0.8611870274543763
model_405,c_2,c_1,c_1,c_3,0.7203,0.8291439314842224
model_406,c_7,m_1,c_9,c_10,0.7483,0.761277497959137
model_407,c_10,c_12,c_2,c_9,0.765,0.7512595649719238
model_408,c_7,c_7,c_12,c_7,0.7321,0.8341422264099121
model_409,c_6,c_12,m_3,c_1,0.7455,0.7455810536384583
model_410,c_11,c_6,c_4,c_3,0.7179,0.8176234498977661
model_411,c_2,c_9,c_1,c_1,0.7128,0.8383800274848938
model_412,c_9,m_1,m_1,m_2,0.7143,0.8729472585678101
model_413,c_11,m_2,c_11,c_12,0.7493,0.7674042333602905
model_414,c_2,m_2,s,-,0.7162,0.8563941420555115
model_415,c_8,c_5,c_8,c_9,0.7401,0.8502301859855652
model_416,c_2,c_12,c_2,c_8,0.7523,0.7478821941375733
model_417,c_11,c_6,m_2,c_5,0.7501,0.7431916942596436
model_418,m_2,c_8,c_7,c_1,0.7131,0.8683371585845947
model_419,c_11,c_6,c_3,c_3,0.736,0.7805517230987549
model_420,c_2,c_10,m_1,m_1,0.6975,0.8761914549827575
model_421,c_10,c_1,c_4,c_11,0.7264,0.8143873208999634
model_422,c_3,c_7,c_2,c_11,0.7279,0.7953396857261658
model_423,c_1,c_6,c_4,c_11,0.7287,0.8283139643669128
model_424,c_5,c_9,m_1,m_3,0.7326,0.7769136852264404
model_425,c_1,c_8,c_9,c_5,0.7197,0.8580887468338013
model_426,c_12,c_9,c_12,c_11,0.7413,0.805166498184204
model_427,c_12,c_7,c_1,c_1,0.7078,0.876352409362793
model_428,c_7,c_8,c_11,m_2,0.7176,0.8340048462867736
model_429,c_2,c_9,c_10,c_6,0.7448,0.7494242482185364
model_430,c_4,c_1,m_2,c_4,0.6859,0.9174356491088868
model_431,s,-,-,-,0.6474,1.0799983957290649
model_432,c_4,c_8,c_4,c_1,0.7176,0.825208002281189
model_433,c_4,c_9,c_4,c_12,0.7342,0.8088925929069519
