EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS
episode_1699,c_10,c_6,s,-,0.6832,0.9411972136
episode_1700,c_5,c_6,c_5,c_10,0.6975,0.9000327958
episode_1701,c_1,c_9,c_6,c_8,0.7021,0.9667701166
episode_1702,c_11,c_6,c_8,m_2,0.7314,0.7863259398
episode_1703,c_5,c_11,m_3,c_1,0.7494,0.7174750364
episode_1704,c_11,c_7,c_1,c_2,0.6658,0.9714187502
episode_1705,c_10,c_10,c_3,c_2,0.7414,0.7779434106
episode_1706,c_4,m_1,c_6,c_5,0.7154,0.8363990009
episode_1707,c_2,c_5,m_2,c_4,0.6878,0.8909885422
episode_1708,c_2,c_6,c_7,c_2,0.7154,0.854589181
episode_1709,c_6,c_12,c_9,c_1,0.7445,0.7467675026
episode_1710,c_2,m_3,c_3,c_5,0.754,0.7534931206
episode_1711,m_3,s,-,-,0.6918,0.8995718562
episode_1712,c_1,c_12,c_11,c_6,0.7378,0.8303494093
episode_1713,c_1,c_1,c_7,m_2,0.6733,0.986167788
episode_1714,c_10,c_3,c_11,c_11,0.7209,0.8433535183
episode_1715,c_4,c_7,c_8,c_11,0.7433,0.7947755299
episode_1716,c_9,c_6,c_11,c_6,0.7271,0.8913134606
episode_1717,c_2,c_6,s,-,0.6846,0.9086027359
episode_1718,c_6,c_1,s,-,0.6989,0.9241754257
episode_1719,c_11,c_11,c_6,c_7,0.7227,0.8183976976
episode_1720,c_2,c_10,c_6,c_5,0.7341,0.8171454423
episode_1721,c_12,c_11,s,-,0.7191,0.9076012509
episode_1722,c_12,c_9,c_3,m_1,0.7563,0.7240177765
episode_1723,c_2,c_5,c_10,c_12,0.7173,0.8455085829
episode_1724,c_1,c_8,c_7,m_3,0.7233,0.8199839267
episode_1725,c_12,c_1,c_6,c_1,0.7349,0.7821212946
episode_1726,m_2,c_11,c_11,c_5,0.7417,0.7805529496
episode_1727,c_9,m_3,s,-,0.7018,0.8568197473
episode_1728,c_1,m_2,c_5,m_3,0.718,0.8165207891
episode_1729,c_2,c_7,c_12,c_10,0.7492,0.7535335428
episode_1730,c_2,c_2,m_3,c_11,0.7568,0.7166477441
episode_1731,m_1,c_7,m_1,m_2,0.6084,1.1114373125
episode_1732,c_11,c_9,c_2,c_11,0.7238,0.8402155328
episode_1733,c_7,c_11,c_3,c_6,0.7384,0.7971857333
episode_1734,c_5,c_10,c_9,c_5,0.7554,0.7453896974
episode_1735,c_1,c_4,c_4,c_11,0.7302,0.7863324653
episode_1736,c_1,c_2,m_3,m_2,0.7024,0.8715403479
episode_1737,c_7,m_3,c_2,m_2,0.7125,0.8333530797
episode_1738,c_9,c_1,c_4,c_5,0.7113,0.9032897329
episode_1739,c_11,c_10,m_1,c_1,0.7302,0.8009351631
episode_1740,c_12,c_2,m_2,s,0.7298,0.7989054546
episode_1741,c_9,c_7,c_7,c_2,0.725,0.8405429071
episode_1742,c_1,c_5,c_6,c_10,0.6783,1.0345636516
episode_1743,c_2,c_1,c_12,c_5,0.7322,0.7816410814
episode_1744,c_7,c_7,c_12,c_7,0.7321,0.8341422264
episode_1745,c_4,c_5,c_6,c_5,0.7202,0.839460664
episode_1746,c_8,c_7,c_7,c_9,0.7257,0.8302463812
episode_1747,c_12,c_11,m_2,c_4,0.7317,0.7753708757
episode_1748,c_12,c_9,c_7,c_8,0.7426,0.7791578982
episode_1749,m_2,c_5,c_1,m_3,0.6769,0.9062569159
episode_1750,c_7,c_10,s,-,0.654,1.0063685571
episode_1751,c_12,c_3,c_2,c_1,0.7275,0.7976920635
episode_1752,c_5,c_12,m_3,c_4,0.755,0.7208019189
episode_1753,c_4,c_11,c_7,c_6,0.6841,0.9230426995
episode_1754,c_11,c_6,c_12,c_2,0.7314,0.8036078853
episode_1755,c_6,c_3,c_12,c_3,0.7418,0.7756717395
episode_1756,c_8,c_8,c_8,c_12,0.7169,0.8715992013
episode_1757,c_4,c_7,m_3,c_11,0.7509,0.7484703567
episode_1758,c_3,c_6,m_1,c_2,0.7298,0.8212579532
episode_1759,c_4,c_2,c_8,m_3,0.7152,0.9062203022
episode_1760,c_10,c_5,c_10,c_6,0.7262,0.8141283049
episode_1761,c_6,m_3,s,-,0.7234,0.810174171
episode_1762,c_3,c_11,c_12,m_2,0.7317,0.786516435
episode_1763,c_8,c_4,c_8,c_12,0.76,0.7567760779
episode_1764,c_5,m_2,c_3,c_9,0.7582,0.7517212296
episode_1765,c_10,m_3,c_1,c_4,0.7268,0.8122745566
episode_1766,c_2,s,-,-,0.6772,0.9486585265
episode_1767,c_8,c_4,c_5,m_1,0.7001,0.86758887
episode_1768,c_11,c_12,m_1,c_7,0.7298,0.8177375569
episode_1769,c_2,c_6,c_9,c_4,0.7252,0.8132739946
episode_1770,c_1,c_1,c_8,c_7,0.7287,0.8156379168
episode_1771,c_12,c_7,c_2,c_3,0.7282,0.8326362367
episode_1772,c_4,c_4,c_3,c_11,0.7284,0.8173319738
episode_1773,c_1,c_9,c_3,m_3,0.7538,0.7268419079
episode_1774,c_5,c_11,m_2,c_9,0.773,0.6703214809
episode_1775,c_9,c_4,s,-,0.7052,0.8803749724
episode_1776,c_3,c_4,c_4,c_9,0.6947,0.8988509561
episode_1777,c_12,c_2,c_1,c_7,0.7053,0.8600726574
episode_1778,c_11,c_2,s,-,0.7061,0.858756397
episode_1779,c_5,c_4,c_2,c_7,0.6924,0.8891858989
episode_1780,c_4,c_9,c_4,c_12,0.7342,0.8088925929
episode_1781,c_10,c_2,m_1,c_2,0.7272,0.8127947697
episode_1782,c_2,m_2,c_12,m_1,0.7353,0.7766137927
episode_1783,c_2,c_6,c_5,c_3,0.7089,0.8734121778
episode_1784,c_4,c_5,c_4,c_7,0.6909,0.9258806195
episode_1785,c_6,c_4,c_4,c_9,0.7261,0.8127667612
episode_1786,c_11,c_8,m_3,m_1,0.733,0.7854452857
episode_1787,m_1,c_7,c_12,c_8,0.7207,0.8540066238
episode_1788,c_12,c_10,c_7,c_6,0.7388,0.7821158164
episode_1789,m_2,c_6,c_4,c_5,0.7207,0.8704000374
episode_1790,c_3,c_3,m_3,m_2,0.7146,0.8301203687
episode_1791,c_11,c_9,c_2,c_11,0.7238,0.8402155328
episode_1792,c_6,c_5,s,-,0.7235,0.8606172226
episode_1793,c_6,c_3,c_1,c_4,0.7259,0.8498185801
episode_1794,c_12,c_9,c_12,c_11,0.7413,0.8051664982
episode_1795,c_12,m_1,c_2,s,0.7224,0.8288075829
episode_1796,c_5,m_1,c_11,c_7,0.7282,0.8358966621
episode_1797,m_3,s,-,-,0.6918,0.8995718562
episode_1798,c_1,m_1,c_8,c_12,0.7439,0.7729793209
episode_1799,c_9,c_8,m_2,m_1,0.7428,0.7489397227
episode_1800,c_12,c_2,c_7,s,0.7214,0.8039694069
episode_1801,m_3,c_12,c_11,c_2,0.7021,0.8953205409
episode_1802,m_1,s,-,-,0.6512,1.0135904365
episode_1803,c_1,c_12,c_10,c_10,0.7216,0.8260623306
episode_1804,c_9,c_6,c_6,m_3,0.7418,0.8022163939
episode_1805,c_1,s,-,-,0.6824,0.9222057566
episode_1806,c_2,c_12,c_2,c_8,0.7523,0.7478821941
episode_1807,c_2,c_1,c_12,c_9,0.7382,0.7760415648
episode_1808,c_8,c_7,s,-,0.7007,0.8773085196
episode_1809,c_9,c_5,c_8,c_2,0.7349,0.7949512573
episode_1810,c_4,c_8,m_2,c_1,0.7143,0.8265151773
episode_1811,c_6,c_11,c_3,c_8,0.7308,0.8085114138
episode_1812,c_1,c_4,c_9,c_3,0.7301,0.8099079831
episode_1813,c_12,c_3,c_2,c_2,0.7247,0.815451955
episode_1814,c_5,c_4,m_3,c_11,0.7391,0.7554947794
episode_1815,c_11,c_4,c_4,s,0.711,0.8548653651
episode_1816,c_8,c_3,c_7,c_4,0.7326,0.777879619
episode_1817,c_12,m_1,c_9,c_4,0.7521,0.7299969028
episode_1818,c_7,c_11,c_5,c_2,0.6912,0.9032417877
episode_1819,c_11,c_12,c_1,m_1,0.7482,0.7397155122
episode_1820,m_1,c_6,c_10,s,0.6816,0.9332350018
episode_1821,c_6,c_4,c_4,m_3,0.7253,0.797657841
episode_1822,c_10,c_1,c_1,s,0.678,0.9409360253
episode_1823,c_3,c_10,c_12,c_5,0.7364,0.7971936856
episode_1824,c_6,c_11,c_4,s,0.6908,0.8864691418
episode_1825,c_11,m_2,m_2,c_9,0.7552,0.7411308552
episode_1826,c_8,c_1,c_8,c_3,0.7383,0.8101670792
episode_1827,c_9,c_2,s,-,0.7139,0.8687310364
episode_1828,c_8,c_12,c_1,s,0.704,0.9129950622
episode_1829,c_11,m_3,s,-,0.7069,0.8464536988
episode_1830,c_12,c_9,c_7,c_8,0.7426,0.7791578982
episode_1831,c_11,m_1,c_6,m_2,0.7514,0.7274690393
episode_1832,c_9,m_2,m_2,c_2,0.7149,0.8308344697
episode_1833,c_11,c_8,c_10,m_1,0.7218,0.8112955083
episode_1834,c_7,c_3,c_4,c_2,0.7576,0.7488669805
episode_1835,c_11,c_12,c_1,m_1,0.7482,0.7397155122
episode_1836,c_7,c_2,c_11,c_1,0.7405,0.7962878559
episode_1837,c_9,c_12,c_1,m_2,0.721,0.8361456402
episode_1838,c_2,c_12,c_11,c_11,0.7534,0.7763155985
episode_1839,c_5,c_1,c_9,c_10,0.7165,0.8692951122
episode_1840,c_3,c_8,s,-,0.6909,0.9200919061
episode_1841,c_11,c_7,m_3,c_5,0.7259,0.7883307801
episode_1842,c_11,c_3,m_2,m_1,0.744,0.7343831968
episode_1843,c_2,c_5,s,-,0.7029,0.8936433578
episode_1844,c_12,c_2,c_8,c_2,0.7375,0.7937590548
episode_1845,c_7,c_7,c_6,c_12,0.741,0.7775767262
episode_1846,c_5,c_9,c_5,c_10,0.7264,0.82339832
episode_1847,c_12,c_6,c_11,c_2,0.7162,0.8576627343
episode_1848,c_8,m_3,c_9,c_12,0.7845,0.6659585208
episode_1849,c_5,c_12,c_3,c_11,0.7296,0.8124551388
episode_1850,c_9,m_1,c_3,s,0.7299,0.8001178539
episode_1851,m_3,m_2,c_8,c_8,0.6115,1.1204720823
episode_1852,c_3,c_10,c_8,c_1,0.7233,0.835932311
episode_1853,c_9,m_3,c_3,c_7,0.7577,0.7443834922
episode_1854,c_12,c_6,s,-,0.7254,0.8520607018
episode_1855,c_5,c_4,m_3,c_11,0.7391,0.7554947794
episode_1856,c_7,c_9,m_3,c_4,0.7322,0.7781993583
episode_1857,c_5,m_2,c_5,m_3,0.7327,0.7943757248
episode_1858,c_3,c_3,m_3,m_2,0.7146,0.8301203687
episode_1859,c_1,c_11,c_5,c_2,0.7152,0.842467822
episode_1860,c_1,c_10,c_9,c_11,0.719,0.8492443096
episode_1861,c_12,c_2,c_3,m_3,0.7358,0.7710641719
episode_1862,c_10,m_2,c_12,c_8,0.7704,0.7242753376
episode_1863,c_1,c_6,s,-,0.684,0.9598099155
episode_1864,c_7,c_6,c_11,m_2,0.7188,0.8405251194
episode_1865,c_5,c_4,c_12,c_5,0.697,0.9216766314
episode_1866,c_3,c_7,c_8,c_4,0.7323,0.8082986408
episode_1867,c_10,m_3,c_9,m_3,0.7639,0.6880619052
episode_1868,c_3,c_7,c_2,c_11,0.7279,0.7953396857
episode_1869,c_7,c_6,m_3,c_12,0.7357,0.7814813828
episode_1870,c_8,c_10,c_2,c_11,0.7421,0.7711784399
episode_1871,c_8,c_6,c_10,c_4,0.7235,0.8183543303
episode_1872,c_7,c_4,c_8,m_2,0.7231,0.8232785715
episode_1873,c_6,c_10,c_12,c_1,0.7485,0.7694749501
episode_1874,c_2,m_2,c_11,c_7,0.7297,0.886047211
episode_1875,c_10,c_5,c_4,m_1,0.7299,0.7967267155
episode_1876,c_2,m_3,c_7,c_8,0.7466,0.753097322
episode_1877,c_5,c_7,s,-,0.7177,0.8618602972
episode_1878,c_3,c_12,c_4,c_12,0.7462,0.7542547792
episode_1879,c_2,c_10,m_2,c_5,0.7445,0.7508258788
episode_1880,c_10,s,-,-,0.6754,0.9523593212
episode_1881,c_2,m_3,c_8,c_6,0.7371,0.7709150921
episode_1882,c_1,s,-,-,0.6824,0.9222057566
episode_1883,c_5,c_12,m_3,m_1,0.7335,0.7794535545
episode_1884,c_6,c_1,c_12,c_3,0.7341,0.7908830811
episode_1885,c_1,c_6,c_7,m_3,0.7291,0.7837284877
episode_1886,c_2,m_2,s,-,0.7162,0.8563941421
episode_1887,c_9,m_2,m_1,c_11,0.7521,0.7461291435
episode_1888,c_10,m_2,c_1,c_7,0.7333,0.7742034185
episode_1889,c_7,c_8,c_9,c_11,0.7315,0.8229687913
episode_1890,c_2,c_11,c_1,c_12,0.7276,0.8038307641
episode_1891,c_7,c_6,m_3,c_12,0.7357,0.7814813828
episode_1892,c_3,c_6,m_1,c_2,0.7298,0.8212579532
episode_1893,c_9,c_4,c_3,s,0.7279,0.8255838979
episode_1894,c_1,c_12,c_2,m_2,0.6765,0.9543789308
episode_1895,c_8,c_10,s,-,0.6833,0.9534517008
episode_1896,c_7,c_2,c_10,c_12,0.7583,0.7303047463
episode_1897,c_12,c_4,m_1,c_3,0.7028,0.8609849371
episode_1898,c_8,c_1,c_4,c_1,0.6849,0.9652672208
episode_1899,m_2,c_11,c_11,c_5,0.7417,0.7805529496
episode_1900,c_10,c_6,c_10,c_6,0.7075,0.8981566717
episode_1901,c_7,c_4,c_9,c_1,0.6956,0.8904698332
episode_1902,c_4,c_5,c_3,c_3,0.7329,0.7712995602
episode_1903,c_12,c_6,c_4,c_12,0.7272,0.8585141121
episode_1904,c_4,c_5,c_2,c_2,0.6904,0.8888825918
episode_1905,c_10,c_2,m_3,c_8,0.7454,0.7400028546
episode_1906,c_3,c_3,c_10,c_8,0.7419,0.7636387531
episode_1907,m_2,c_8,m_3,s,0.6891,0.897268104
episode_1908,c_4,c_6,c_10,c_8,0.6974,0.9315878423
episode_1909,c_12,c_6,s,-,0.7254,0.8520607018
episode_1910,c_7,m_3,c_7,c_5,0.7141,0.8361605177
episode_1911,c_8,c_6,c_11,c_3,0.7465,0.7847323103
episode_1912,c_1,c_2,c_8,c_8,0.702,0.8649785519
episode_1913,c_8,c_9,c_1,c_9,0.7069,0.8652172821
episode_1914,c_11,m_2,c_1,c_6,0.7632,0.7128329163
episode_1915,c_7,c_3,c_12,c_12,0.7637,0.7293676155
episode_1916,c_5,c_4,c_4,c_11,0.706,0.8899975504
episode_1917,c_6,m_2,c_4,c_1,0.7071,0.9131298774
episode_1918,c_3,c_8,c_3,c_2,0.743,0.7966152622
episode_1919,c_10,c_1,c_1,s,0.678,0.9409360253
episode_1920,c_12,c_9,c_3,m_1,0.7563,0.7240177765
episode_1921,c_5,c_3,c_2,m_3,0.7361,0.7922829527
episode_1922,c_4,c_11,c_7,c_6,0.6841,0.9230426995
episode_1923,c_1,c_12,m_1,c_1,0.72,0.8145927113
episode_1924,c_2,m_1,s,-,0.6753,0.9746115293
episode_1925,c_3,c_4,c_7,s,0.7086,0.8675190752
episode_1926,c_9,c_7,c_6,c_8,0.7113,0.8442064976
episode_1927,c_11,m_3,c_3,c_9,0.7661,0.7102178892
episode_1928,c_8,c_4,m_1,c_4,0.7211,0.8572244132
episode_1929,m_1,c_2,m_2,c_3,0.6709,0.958640064
episode_1930,c_7,c_12,m_2,c_5,0.7508,0.7460652253
episode_1931,c_5,c_11,m_2,c_9,0.773,0.6703214809
episode_1932,c_2,c_4,c_9,c_8,0.7435,0.7618846831
episode_1933,c_9,m_2,m_1,c_11,0.7521,0.7461291435
episode_1934,c_8,c_9,c_1,c_5,0.7481,0.7681128696
episode_1935,c_6,m_3,c_5,c_3,0.7531,0.7467407001
episode_1936,c_8,m_1,c_5,c_1,0.7402,0.764419029
episode_1937,c_5,c_3,c_5,c_6,0.7074,0.8602038937
episode_1938,m_2,c_1,c_1,c_2,0.6311,1.2002870167
episode_1939,c_3,c_4,m_3,m_1,0.7094,0.8489835495
episode_1940,c_3,c_5,s,-,0.7028,0.8758703238
episode_1941,c_10,c_10,c_6,m_3,0.7352,0.7791959597
episode_1942,c_9,c_2,c_8,m_2,0.71,0.8386000104
episode_1943,c_11,c_3,c_1,c_3,0.7301,0.7889208264
episode_1944,c_11,c_8,c_12,c_10,0.7457,0.7899988498
episode_1945,m_2,c_5,c_1,c_2,0.6465,1.1460909034
episode_1946,c_10,c_1,c_5,c_12,0.7247,0.8351222666
episode_1947,c_10,c_12,c_2,c_7,0.7501,0.7609769917
episode_1948,c_12,c_7,c_5,m_2,0.73,0.8104104214
episode_1949,c_1,c_10,c_8,c_4,0.7197,0.8387445414
episode_1950,c_2,m_3,c_9,c_1,0.7628,0.7070952824
episode_1951,c_2,m_2,c_11,c_7,0.7297,0.886047211
episode_1952,c_7,c_2,c_7,m_1,0.7232,0.8192669519
episode_1953,c_11,c_6,c_11,c_6,0.7592,0.7275649897
episode_1954,c_6,c_11,m_2,c_7,0.7298,0.7924673386
episode_1955,c_10,c_12,s,-,0.6784,0.955499087
episode_1956,c_4,m_2,c_8,m_3,0.6997,0.867899388
episode_1957,c_12,c_12,c_11,m_2,0.7476,0.7528800495
episode_1958,c_7,c_5,c_3,c_2,0.7228,0.8870590949
episode_1959,c_6,c_4,c_8,c_5,0.7318,0.8032078597
episode_1960,c_3,s,-,-,0.6339,1.0388853609
episode_1961,c_2,m_2,c_11,c_5,0.7417,0.7873648536
episode_1962,c_8,c_1,c_7,c_11,0.7264,0.8121756158
episode_1963,m_3,c_12,c_11,c_2,0.7021,0.8953205409
episode_1964,c_12,m_1,c_7,c_2,0.7329,0.849814771
episode_1965,c_7,c_12,m_1,c_9,0.7409,0.7595727797
episode_1966,c_10,m_3,c_12,m_1,0.7358,0.7687754572
episode_1967,c_2,c_10,m_1,s,0.7145,0.8272861924
episode_1968,c_12,c_10,c_8,c_9,0.7564,0.7773288469
episode_1969,c_1,c_4,c_11,m_1,0.7135,0.8356865856
episode_1970,c_11,c_10,m_3,c_10,0.7717,0.7231780836
episode_1971,c_2,m_3,c_6,m_1,0.7301,0.7741371934
episode_1972,c_3,c_3,c_3,m_1,0.6889,0.9051184727
episode_1973,c_3,c_4,c_2,m_2,0.7082,0.8348408708
episode_1974,c_12,c_2,c_8,c_2,0.7375,0.7937590548
episode_1975,c_7,c_9,c_8,c_2,0.7176,0.860191514
episode_1976,c_5,c_10,c_12,m_3,0.737,0.7707228414
episode_1977,c_5,c_2,c_6,c_7,0.7325,0.808233207
episode_1978,c_4,c_5,m_3,c_2,0.7104,0.8354599511
episode_1979,c_6,s,-,-,0.6857,0.9753169553
episode_1980,c_11,c_7,c_4,c_10,0.7286,0.8185758454
episode_1981,c_11,c_7,c_8,c_3,0.7443,0.7715343966
episode_1982,c_6,c_3,c_6,c_1,0.7104,0.8643187888
episode_1983,c_9,c_10,c_11,c_12,0.7368,0.8373590095
episode_1984,c_4,c_2,c_10,c_11,0.6584,1.0560155879
episode_1985,c_2,c_2,c_1,c_8,0.7094,0.8348309374
episode_1986,c_9,m_3,m_1,m_2,0.7035,0.931039506
episode_1987,c_11,c_9,s,-,0.7375,0.8152108868
episode_1988,c_9,m_1,c_5,c_7,0.7579,0.7177530344
episode_1989,c_7,c_5,c_10,c_10,0.7173,0.8387645175
episode_1990,c_3,c_4,c_9,c_6,0.6755,0.9259553222
episode_1991,c_11,c_8,m_3,m_1,0.733,0.7854452857
episode_1992,c_12,c_5,c_1,s,0.7389,0.7857728064
episode_1993,c_8,c_12,m_3,m_3,0.7611,0.6937023397
episode_1994,c_1,c_1,c_12,c_11,0.7502,0.7555090555
episode_1995,c_12,c_7,c_5,m_2,0.73,0.8104104214
episode_1996,c_11,c_12,c_2,c_7,0.7387,0.8083502869
episode_1997,c_7,c_9,c_6,c_2,0.7365,0.7667838483
episode_1998,c_5,c_7,m_1,m_3,0.7199,0.7875932761
episode_1999,c_9,c_4,c_11,c_4,0.7244,0.7893518141
