episode_2839,c_7,c_5,c_2,c_10,0.9754,0.079190694,model_2729
episode_2840,c_5,c_12,c_4,c_1,0.9733,0.08259969,model_2730
episode_2841,c_5,s,-,-,0.9443,0.1945998,model_2038
episode_2842,c_1,c_8,c_5,m_3,0.9752,0.07991862,model_2731
episode_2843,c_4,c_7,m_3,c_2,0.9517,0.15994026,model_2732
episode_2844,c_9,c_11,m_3,c_11,0.9652,0.118972115,model_2733
episode_2845,c_5,c_8,c_6,c_1,0.9719,0.08369802,model_2698
episode_2846,c_5,c_9,c_6,m_2,0.9734,0.08603996,model_2734
episode_2847,s,-,-,-,0.9111,0.328965,model_431
episode_2848,m_2,c_9,c_5,c_3,0.9289,0.22813225,model_2735
episode_2849,c_5,c_7,c_6,c_3,0.9719,0.08408655,model_2736
episode_2850,c_5,c_10,c_5,c_1,0.9737,0.08258713,model_2569
episode_2851,c_11,c_8,c_1,c_5,0.9742,0.08411883,model_2737
episode_2852,m_3,c_8,c_11,c_4,0.8693,0.3907461,model_619
episode_2853,m_2,c_8,c_9,c_1,0.931,0.22259837,model_2738
episode_2854,s,-,-,-,0.9111,0.328965,model_431
episode_2855,c_10,c_8,c_9,c_8,0.9739,0.08052079,model_2739
episode_2856,c_5,c_2,c_4,c_8,0.974,0.07994192,model_2740
episode_2857,c_11,s,-,-,0.9599,0.13573883,model_354
episode_2857,c_11,s,-,-,0.9608,0.1349148,model_1239
episode_2858,c_9,c_10,c_1,c_1,0.9722,0.08783138,model_2741
episode_2859,m_3,c_5,m_3,c_8,0.7578,0.8772192,model_2742
episode_2860,c_5,c_8,c_5,c_5,0.9734,0.08246065,model_2468
episode_2861,m_1,c_8,c_9,c_8,0.9342,0.20898718,model_2743
episode_2862,c_6,c_5,c_5,c_1,0.9703,0.089348845,model_2744
episode_2863,c_9,c_2,c_12,c_6,0.9736,0.085146464,model_2745
episode_2864,c_7,s,-,-,0.9576,0.14393954,model_167
episode_2865,c_5,c_1,m_2,m_2,0.9572,0.14546792,model_2746
episode_2866,c_5,c_8,c_3,c_7,0.974,0.08465426,model_2747
episode_2867,c_7,m_2,c_8,m_2,0.9488,0.17136262,model_2748
episode_2868,c_5,c_9,c_5,c_2,0.9739,0.08258349,model_2749
episode_2869,c_5,c_3,c_3,c_1,0.9724,0.081354186,model_2750
episode_2870,c_8,m_3,c_10,c_10,0.9419,0.19813353,model_2751
episode_2871,c_4,c_8,c_8,c_1,0.9723,0.084797755,model_2752
episode_2872,c_2,c_10,c_1,s,0.9735,0.082407266,model_2753
episode_2873,c_5,c_1,m_2,c_1,0.9561,0.14724775,model_2754
episode_2874,c_5,c_12,c_5,c_12,0.9729,0.0855697,model_2755
episode_2875,c_5,c_8,c_8,c_3,0.974,0.08444317,model_2756
episode_2876,m_2,c_10,c_11,c_5,0.9319,0.2190333,model_2757
episode_2877,c_9,c_8,c_9,c_11,0.9729,0.088527806,model_2758
episode_2878,s,-,-,-,0.9111,0.328965,model_431
episode_2879,c_9,c_8,c_5,c_3,0.9722,0.085261725,model_2759
episode_2880,c_5,c_3,c_5,c_1,0.9755,0.08051262,model_2760
episode_2881,s,-,-,-,0.9111,0.328965,model_431
episode_2882,c_11,c_2,c_8,c_1,0.9737,0.08239991,model_2761
episode_2883,s,-,-,-,0.9111,0.328965,model_431
episode_2884,c_5,c_11,c_8,c_1,0.9741,0.08110513,model_2762
episode_2885,m_2,c_7,c_8,c_1,0.9344,0.21584702,model_2763
episode_2886,c_5,c_11,c_4,s,0.9744,0.08283774,model_2764
episode_2887,c_6,c_11,m_1,c_1,0.9635,0.12827992,model_2765
episode_2888,c_9,c_12,c_5,c_9,0.9742,0.08688245,model_2591
episode_2889,m_2,c_7,m_2,c_12,0.8864,0.42180642,model_2766
episode_2890,c_5,c_8,c_5,s,0.9741,0.0812798,model_2767
episode_2891,c_11,c_8,c_6,c_1,0.9748,0.08409615,model_2768
episode_2892,m_3,c_8,c_8,c_6,0.8542,0.46333265,model_2769
episode_2893,m_2,c_8,m_3,c_1,0.8923,0.43547827,model_2770
episode_2894,c_8,c_4,m_2,c_1,0.9566,0.14690591,model_2771
episode_2895,c_1,c_8,c_9,c_1,0.9754,0.08434249,model_2772
episode_2896,c_10,c_8,c_5,c_1,0.9725,0.08759643,model_2773
episode_2897,c_3,c_11,m_2,c_12,0.9622,0.12843809,model_2774
episode_2898,c_9,c_5,c_2,m_2,0.972,0.08688084,model_2775
episode_2899,c_4,c_6,c_4,c_1,0.9733,0.083469,model_2776
episode_2900,m_1,c_2,m_1,m_3,0.9043,0.35692543,model_2777
episode_2901,c_5,c_8,c_5,c_7,0.9729,0.08528948,model_2581
episode_2902,c_8,c_8,c_5,c_12,0.9738,0.084564194,model_2778
episode_2903,s,-,-,-,0.9111,0.328965,model_431
episode_2904,c_6,s,-,-,0.9632,0.12855202,model_53
episode_2904,c_6,s,-,-,0.9631,0.12906559,model_1281
episode_2904,c_6,s,-,-,0.9626,0.1315919,model_1743
episode_2905,m_1,c_8,c_10,c_1,0.9333,0.22534984,model_2779
episode_2906,c_5,c_8,c_10,m_3,0.9734,0.08542429,model_2780
episode_2907,c_4,c_10,c_5,c_11,0.9754,0.078411296,model_2781
episode_2908,m_2,c_2,c_5,c_1,0.9362,0.21957791,model_2782
episode_2909,c_7,c_8,m_1,c_6,0.9603,0.13937579,model_2783
episode_2910,c_10,c_8,c_5,c_1,0.9725,0.08759643,model_2773
episode_2911,c_5,c_1,c_5,m_1,0.9789,0.063713565,model_1253
episode_2912,c_9,c_8,c_12,c_6,0.9802,0.058403783,model_1086
episode_2913,c_4,m_1,c_9,c_1,0.9532,0.16316739,model_2784
episode_2914,c_5,c_3,c_5,c_1,0.9755,0.08051262,model_2760
episode_2915,c_6,c_6,c_5,c_1,0.9728,0.085232794,model_2785
episode_2916,m_1,c_5,m_3,m_1,0.9169,0.3471719,model_2786
episode_2917,c_5,c_9,s,-,0.9775,0.07472326,model_58
episode_2917,c_5,c_9,s,-,0.9769,0.07257775,model_1808
episode_2918,c_5,c_11,c_10,c_1,0.9732,0.08189851,model_2787
episode_2919,c_1,m_2,c_5,c_9,0.9472,0.17713282,model_2788
episode_2920,s,-,-,-,0.9111,0.328965,model_431
episode_2921,c_6,c_6,c_4,c_1,0.9712,0.08696025,model_2789
episode_2922,c_11,m_1,c_2,m_1,0.9518,0.1666865,model_2790
episode_2923,m_1,c_8,c_7,c_1,0.9321,0.22101738,model_2791
episode_2924,c_5,c_8,c_4,c_1,0.9743,0.081218705,model_2792
episode_2925,m_2,c_12,c_6,c_1,0.9331,0.2207951,model_2793
episode_2926,c_8,c_5,c_5,c_9,0.9738,0.0824023,model_2794
episode_2927,c_10,c_8,c_4,c_1,0.975,0.08119384,model_2453
episode_2928,m_3,c_5,m_1,c_1,0.788,0.73424065,model_2795
episode_2929,c_1,c_3,c_11,c_1,0.9734,0.084462084,model_2796
episode_2930,s,-,-,-,0.9111,0.328965,model_431
episode_2931,m_3,c_8,c_5,m_1,0.8524,0.47385195,model_2797
episode_2932,c_6,c_8,c_11,s,0.972,0.08273689,model_2798
episode_2933,m_1,m_3,m_1,c_11,0.3387,2.0526028,model_2799
episode_2934,c_2,m_2,c_6,c_9,0.9663,0.10999331,model_708
episode_2935,c_8,c_8,m_2,s,0.9618,0.1323859,model_2800
episode_2936,m_1,c_8,c_5,c_12,0.9373,0.21026129,model_2801
episode_2937,c_5,c_11,c_1,c_1,0.9746,0.08232179,model_2802
episode_2938,c_9,c_8,c_10,m_3,0.9714,0.08571455,model_2650
episode_2939,c_5,m_1,c_2,m_2,0.9672,0.108546354,model_383
episode_2940,m_2,c_8,c_5,c_9,0.9303,0.23030269,model_2803
episode_2941,m_2,c_8,c_5,c_6,0.9329,0.21984093,model_2804
episode_2942,c_5,c_6,m_3,c_1,0.9704,0.10150882,model_2805
episode_2943,m_2,c_1,c_11,m_2,0.9331,0.21953388,model_2806
episode_2944,c_3,c_9,c_5,m_1,0.9726,0.086881936,model_2470
episode_2945,c_3,c_7,c_5,s,0.9731,0.08291097,model_2807
episode_2946,c_6,m_1,c_12,c_7,0.9538,0.1562666,model_2808
episode_2947,c_9,c_8,c_12,c_1,0.9726,0.08741263,model_2809
episode_2948,c_5,c_8,c_5,c_1,0.9712,0.08880612,model_2183
episode_2949,c_4,c_5,c_5,c_11,0.973,0.08724859,model_2810
episode_2950,c_5,c_6,c_10,c_1,0.9745,0.0818005,model_2811
